institution_id,period_id,disorder_index,field_id
59897056,3,0.7345215759849906,0
60205797,0,0.2487611496531219,0
60205797,1,0.3746425166825548,0
60205797,2,0.6159554730983302,0
60205797,3,0.574108818011257,0
61628605,0,0.5758176412289395,0
61628605,1,0.30028598665395617,0
61628605,2,0.29777365491651203,0
61628605,3,0.4878048780487805,0
62856769,0,,0
62856769,1,0.10867492850333652,0
62856769,2,0.4155844155844156,0
62856769,3,0.012664165103189493,0
63135867,0,0.8414271555996036,0
63135867,1,0.8627264061010487,0
63135867,2,0.7003710575139147,0
63135867,3,0.6904315196998124,0
63190737,0,0.9514370664023786,0
63190737,1,0.7931363203050524,0
63190737,2,0.937847866419295,0
63190737,3,0.8414634146341463,0
63533367,0,0.22993062438057482,0
63533367,1,0.05910390848427073,0
63533367,2,0.01020408163265306,0
63533367,3,0.012664165103189493,0
63772739,0,0.4757185332011893,0
63772739,1,0.4194470924690181,0
63772739,2,0.6391465677179963,0
63772739,3,0.43902439024390244,0
63966007,0,0.8186323092170465,0
63966007,1,0.8131553860819828,0
63966007,2,0.8571428571428571,0
63966007,3,0.8424015009380863,0
66946132,0,0.9722497522299306,0
66946132,1,0.9761677788369876,0
66946132,2,0.9851576994434137,0
66946132,3,0.9568480300187617,0
66958751,0,0.29732408325074333,0
66958751,1,0.39752144899904673,0
66958751,2,0.424860853432282,0
66958751,3,0.2851782363977486,0
67328108,0,0.7542120911793855,0
67328108,1,0.909437559580553,0
67328108,2,0.9749536178107606,0
67328108,3,0.8968105065666041,0
68260882,0,0.8741328047571854,0
68260882,1,0.9170638703527169,0
68260882,2,0.948051948051948,0
68260882,3,0.8686679174484052,0
70983195,0,0.7829534192269574,0
70983195,1,0.5891325071496664,0
70983195,2,0.6558441558441559,0
70983195,3,0.7936210131332082,0
71578702,0,0.3419226957383548,0
71578702,1,0.22116301239275502,0
71578702,2,0.6038961038961039,0
71578702,3,0.3771106941838649,0
71838634,0,0.7730426164519326,0
71838634,1,0.5624404194470924,0
71838634,2,0.6688311688311688,0
71838634,3,0.6153846153846154,0
72019824,0,0.5014866204162537,0
72019824,1,0.5119161105815062,0
72019824,2,0.2588126159554731,0
72019824,3,0.11913696060037524,0
72090969,0,0.20614469772051536,0
72090969,1,,0
72090969,2,0.01020408163265306,0
72090969,3,,0
72816309,0,0.6650148662041625,0
72816309,1,0.8408007626310772,0
72816309,2,0.9016697588126159,0
72816309,3,0.6425891181988743,0
