institution_id,institution_name,country_name,latitude,longitude,research_level
200870766,Brookhaven National Laboratory (US),United States,40.86954,-72.88677,
201448701,University of Washington (US),United States,47.60621,-122.33207,R1
203088144,Nova Southeastern University (US),United States,26.12231,-80.14338,R1
203172682,Northern Arizona University (US),United States,35.19807,-111.65127,R1
204250578,"University of California, Irvine (US)",United States,33.66946,-117.82311,R1
204308271,Medical College of Wisconsin (US),United States,43.0389,-87.90647,R2
204465549,Washington University in St. Louis (US),United States,38.62727,-90.19789,R1
204866599,VA Palo Alto Health Care System (US),United States,37.44188,-122.14302,
205783295,Cornell University (US),United States,42.44063,-76.49661,R1
208333798,University of Missouri–St. Louis (US),United States,38.62727,-90.19789,R2
210824098,Wilmington University (US),United States,39.65948,-75.56359,
219193219,Purdue University West Lafayette (US),United States,40.42587,-86.90807,R1
223532165,University of Utah (US),United States,40.76078,-111.89105,R1
227586296,American Physical Therapy Association (US),United States,38.80484,-77.04692,
257179599,Baker Hughes (United States) (US),United States,29.76328,-95.36327,
267592682,Williams (United States) (US),United States,36.15398,-95.99277,
285663978,Weatherford College (US),United States,32.7593,-97.79725,
368840534,University of Mississippi (US),United States,34.3665,-89.51925,R1
859038795,Virginia Tech (US),United States,37.22957,-80.41394,R1
867280407,The University of Texas Southwestern Medical Center (US),United States,32.78306,-96.80667,
870398029,Center for Excellence in Education (US),United States,38.93428,-77.17748,
872248612,Claremont Colleges (US),United States,34.09668,-117.71978,
880747138,Science Applications International Corporation (United States) (US),United States,38.93428,-77.17748,
880766802,Graduate School USA (US),United States,38.89511,-77.03637,
888729015,University of Colorado Colorado Springs (US),United States,38.83388,-104.82136,R2
889937125,National Patient Safety Foundation (US),United States,42.35843,-71.05977,
893718555,Joint Base San Antonio (US),United States,29.42412,-98.49363,
896114043,Edward Via College of Osteopathic Medicine (US),United States,37.22957,-80.41394,D/PU
901861585,Vanderbilt University Medical Center (US),United States,36.16589,-86.78444,
919571938,The University of Texas Health Science Center at Houston (US),United States,29.76328,-95.36327,
921990950,University of Colorado Denver (US),United States,39.73915,-104.9847,R1
922845939,Philadelphia University (US),United States,39.95238,-75.16362,
923382979,ExxonMobil (United States) (US),United States,32.81402,-96.94889,
926076166,Texas Tech University Health Sciences Center (US),United States,33.57786,-101.85517,R2
1280259254,Henry M. Jackson Foundation (US),United States,38.98067,-77.10026,
1280414376,United States Air Force Research Laboratory (US),United States,39.81113,-84.05731,
1280536761,Ames Research Center (US),United States,37.38605,-122.08385,
1280640908,The Nature Conservancy (US),United States,38.88101,-77.10428,
1281378812,Oak Ridge Associated Universities (US),United States,36.01036,-84.26964,
1281539108,Hospital for Special Surgery (US),United States,40.71427,-74.00597,
1281704429,Christiana Care Health System (US),United States,39.74595,-75.54659,
1282105669,Argonne National Laboratory (US),United States,41.67364,-88.00173,
1282311441,Lawrence Livermore National Laboratory (US),United States,37.68187,-121.76801,
1282516798,Atrium Health Wake Forest Baptist (US),United States,36.09986,-80.24422,
1282927834,Cedars-Sinai Medical Center (US),United States,34.05223,-118.24368,
1283055418,Indiana University Health (US),United States,39.76838,-86.15804,
1283103587,AT&T (United States) (US),United States,40.68066,-74.64544,
1283280774,Brigham and Women's Hospital (US),United States,42.35843,-71.05977,
1283621791,New York City Health and Hospitals Corporation (US),United States,40.71427,-74.00597,
1283654650,Prisma Health (US),United States,34.85262,-82.39401,
1285204247,Cincinnati Children's Hospital Medical Center (US),United States,39.12711,-84.51439,
1285210727,University of Kentucky HealthCare (US),United States,37.98869,-84.47772,
1285301757,Rush University Medical Center (US),United States,41.85003,-87.65005,
1285739803,MedStar Washington Hospital Center (US),United States,38.89511,-77.03637,
1285764155,"Merck & Co., Inc., Rahway, NJ, USA (United States) (US)",United States,40.60816,-74.27765,
1286329397,United States Geological Survey (US),United States,38.96872,-77.3411,
1286490081,Boston Medical Center (US),United States,42.35843,-71.05977,
1286959531,United Nations (US),United States,40.71427,-74.00597,
1287163989,Massachusetts Eye and Ear Infirmary (US),United States,42.35843,-71.05977,
1287521167,Lockheed Martin (United States) (US),United States,38.98067,-77.10026,
1287643137,Mount Sinai Beth Israel (US),United States,40.71427,-74.00597,
1288162130,University of Colorado Hospital (US),United States,39.72943,-104.83192,
1288198617,American Cancer Society (US),United States,33.749,-84.38798,
1288214837,United States Naval Research Laboratory (US),United States,38.89511,-77.03637,
1288882113,Boston Children's Hospital (US),United States,42.35843,-71.05977,
1289243028,Oak Ridge National Laboratory (US),United States,36.01036,-84.26964,
1289422878,Dartmouth–Hitchcock Medical Center (US),United States,43.64229,-72.25176,
1289437631,Fox Chase Cancer Center (US),United States,39.95238,-75.16362,
1289490764,Centers for Disease Control and Prevention (US),United States,33.749,-84.38798,
1289568071,San Antonio Military Medical Center (US),United States,29.42412,-98.49363,
1289702989,University System of Georgia (US),United States,33.749,-84.38798,
1289739345,Winthrop-University Hospital (US),United States,40.74927,-73.64068,
1290055561,St. Luke's University Health Network (US),United States,40.62593,-75.37046,
1290206253,Microsoft (United States) (US),United States,47.67399,-122.12151,
1290463931,Southwest Research Institute (US),United States,29.42412,-98.49363,
1290900354,Tufts Medical Center (US),United States,42.35843,-71.05977,
1291425158,Google (United States) (US),United States,37.38605,-122.08385,
1292894508,Roswell Park Comprehensive Cancer Center (US),United States,42.88645,-78.87837,
1292974536,Ford Motor Company (United States) (US),United States,42.32226,-83.17631,
1293487830,Geisinger Medical Center (US),United States,40.96342,-76.61273,
1293502524,Loma Linda University Medical Center (US),United States,34.04835,-117.26115,
1294278766,Lurie Children's Hospital (US),United States,41.85003,-87.65005,
1294504835,Marshall Space Flight Center (US),United States,34.68387,-86.64764,
1295339012,Boeing (United States) (US),United States,41.85003,-87.65005,
1295346377,Monsanto (United States) (US),United States,38.66089,-90.42262,
1295499534,Seattle Children's Hospital (US),United States,47.60621,-122.33207,
1295876152,Houston Methodist (US),United States,29.76328,-95.36327,
1295908608,San Francisco General Hospital (US),United States,37.77493,-122.41942,
1296604144,Memorial Hospital of South Bend (US),United States,41.68338,-86.25001,
1297127228,Space Telescope Science Institute (US),United States,39.29038,-76.61219,
1297288678,National Renewable Energy Laboratory (US),United States,39.75554,-105.2211,
1297463080,Children's Medical Center (US),United States,32.78306,-96.80667,
1297540436,Biogen (United States) (US),United States,42.3751,-71.10561,
1298060332,New York State Department of Health (US),United States,42.65258,-73.75623,
1298154867,Kennedy Krieger Institute (US),United States,39.29038,-76.61219,
1298353152,SRI International (US),United States,37.45383,-122.18219,
1299022934,United States Department of Health and Human Services (US),United States,38.89511,-77.03637,
1299218025,MetroHealth (US),United States,41.4995,-81.69541,
1299303238,National Institutes of Health (US),United States,38.98067,-77.10026,
1299501804,Michael E. DeBakey VA Medical Center (US),United States,29.76328,-95.36327,
1299725459,Barnes-Jewish Hospital (US),United States,38.62727,-90.19789,
1299907687,Bloomberg (United States) (US),United States,40.71427,-74.00597,
1301076528,City Of Hope National Medical Center (US),United States,34.13945,-117.97729,
1302163369,Hartford Hospital (US),United States,41.76371,-72.68509,
1302368450,Environmental Protection Agency (US),United States,38.89511,-77.03637,
1302444339,Northwell Health (US),United States,40.7351,-73.68791,
1302918504,Planetary Science Institute (US),United States,32.22174,-110.92648,
1302991022,Milken Institute (US),United States,34.01949,-118.49138,
1303243448,UMass Memorial Health Care (US),United States,42.26259,-71.80229,
1304082316,United States Department of the Army (US),United States,38.88101,-77.10428,
1304196042,Loyola University Medical Center (US),United States,41.8792,-87.84312,
1304256225,University of Wisconsin System (US),United States,43.07305,-89.40123,
1304269903,Trinity Health (US),United States,42.36837,-83.35271,
1304808963,National Park Service (US),United States,38.89511,-77.03637,
1305001552,Grady Memorial Hospital (US),United States,33.749,-84.38798,
1306266525,Goddard Space Flight Center (US),United States,39.00455,-76.87553,
1306490931,United States Army Corps of Engineers (US),United States,38.89511,-77.03637,
1306686416,RTX (United States) (US),United States,38.88101,-77.10428,
1306862143,Memorial Hermann (US),United States,29.76328,-95.36327,
1307098950,Salk Institute for Biological Studies (US),United States,32.84727,-117.2742,
1307117695,Nebraska Medical Center (US),United States,41.25626,-95.94043,
1308126019,National Oceanic and Atmospheric Administration (US),United States,38.89511,-77.03637,
1309104334,Fairview Health Services (US),United States,44.97997,-93.26384,
1309191912,Research Triangle Park Foundation (US),United States,35.99403,-78.89862,
1309849503,RAND Corporation (US),United States,34.01949,-118.49138,
1310145890,International Monetary Fund (US),United States,38.89511,-77.03637,
1310421338,Allegheny Health Network (US),United States,40.44062,-79.99589,
1311060795,U.S. National Science Foundation (US),United States,38.80484,-77.04692,
1311688040,Amazon (United States) (US),United States,47.60621,-122.33207,
1311914864,Scripps Health (US),United States,32.71571,-117.16472,
1312106833,Biotechnology Institute (US),United States,38.89511,-77.03637,
1312222531,Agricultural Research Service (US),United States,38.89511,-77.03637,
1312537475,Naval Medical Research Command (US),United States,38.99067,-77.02609,
1313298211,St. Jude Children's Research Hospital (US),United States,35.14953,-90.04898,
1313416372,US Forest Service (US),United States,38.89511,-77.03637,
1313867356,Association of Universities For Research In Astronomy (US),United States,38.89511,-77.03637,
1314135232,Nationwide Children's Hospital (US),United States,39.96118,-82.99879,
1314596251,Allen Institute for Brain Science (US),United States,47.60621,-122.33207,
1314696892,Fermi National Accelerator Laboratory (US),United States,41.85003,-88.31257,
1315496137,University of Maryland Medical Center (US),United States,39.29038,-76.61219,
1315708478,San Francisco VA Medical Center (US),United States,37.77493,-122.41942,
1315792047,"American Society of Composers, Authors and Publishers (US)",United States,40.71427,-74.00597,
1316535847,Beth Israel Deaconess Medical Center (US),United States,42.35843,-71.05977,
1316902750,Cleveland Clinic (US),United States,41.4995,-81.69541,
1316910977,DuPont (United States) (US),United States,39.74595,-75.54659,
1317227900,University System of Maryland (US),United States,39.00317,-76.97192,
1317239608,Federal Reserve (US),United States,38.89511,-77.03637,
1318687432,National Academy of Sciences (US),United States,38.89511,-77.03637,
1319063186,Langley Research Center (US),United States,37.02987,-76.34522,
1320320070,United States Food and Drug Administration (US),United States,38.99067,-77.02609,
1320343167,Ascension (US),United States,38.62727,-90.19789,
1320354487,Target (United States) (US),United States,44.97997,-93.26384,
1320553840,Amgen (United States) (US),United States,34.17056,-118.83759,
1320796813,Mount Sinai Health System (US),United States,40.71427,-74.00597,
1321296531,National Institute of Standards and Technology (US),United States,39.14344,-77.20137,
1321305853,National Bureau of Economic Research (US),United States,42.3751,-71.10561,
1321404777,Presbyterian Healthcare Services (US),United States,35.08449,-106.65114,
1321572752,St. Luke's-Roosevelt Hospital Center (US),United States,40.71427,-74.00597,
1321686444,Westchester Medical Center (US),United States,41.07482,-73.77513,
1322918889,United States Department of Veterans Affairs (US),United States,38.89511,-77.03637,
1323778983,Yale New Haven Hospital (US),United States,41.30815,-72.92816,
1324220072,Mount Sinai Hospital (US),United States,40.71427,-74.00597,
1324520350,Hackensack University Medical Center (US),United States,40.88593,-74.04347,
1324766304,Barrow Neurological Institute (US),United States,33.44838,-112.07404,
1324840837,Hewlett-Packard (United States) (US),United States,37.44188,-122.14302,
1325481341,St. Joseph's Hospital and Medical Center (US),United States,33.44838,-112.07404,
1325736334,Battelle (US),United States,39.96118,-82.99879,
1326872476,Maimonides Medical Center (US),United States,40.71427,-74.00597,
1326929380,Allina Health (US),United States,44.97997,-93.26384,
1327069482,National Institute on Drug Abuse (US),United States,38.98067,-77.10026,
1327163397,State University of New York (US),United States,42.65258,-73.75623,
1327576362,Feinstein Institute for Medical Research (US),United States,40.79788,-73.69957,
1328359107,Los Angeles County Department of Health Services (US),United States,34.05223,-118.24368,
1328499231,BJC HealthCare (US),United States,38.62727,-90.19789,
1328594524,Children's Mercy Hospital (US),United States,39.09973,-94.57857,
1328969757,Naval Sea Systems Command (US),United States,38.89511,-77.03637,
1329528197,Minneapolis Institute of Arts (US),United States,44.97997,-93.26384,
1330063522,Johnson & Johnson (United States) (US),United States,40.48622,-74.45182,
1330342723,Mayo Clinic (US),United States,44.02163,-92.4699,
1330347796,United States Department of Defense (US),United States,38.89511,-77.03637,
1330989302,United States Department of Energy (US),United States,38.89511,-77.03637,
1331384533,University of Hawaii System (US),United States,21.30694,-157.85834,
1332460256,Wildlife Conservation Society (US),United States,40.71427,-74.00597,
1332737386,General Electric (United States) (US),United States,42.35843,-71.05977,
1333370159,Motorola (United States) (US),United States,42.03336,-88.08341,
1333535994,University of North Carolina Health Care (US),United States,35.9132,-79.05584,
1333606569,Center for Drug Evaluation and Research (US),United States,38.99067,-77.02609,
1334016132,Lucile Packard Children's Hospital (US),United States,37.44188,-122.14302,
1334069289,Carolinas Healthcare System (US),United States,35.22709,-80.84313,
1334095494,New York City Department of Health and Mental Hygiene (US),United States,40.71427,-74.00597,
1334329717,World Bank (US),United States,38.89511,-77.03637,
1334627681,Jet Propulsion Laboratory (US),United States,34.19917,-118.18785,
1334819555,Memorial Sloan Kettering Cancer Center (US),United States,40.71427,-74.00597,
1335289525,Montefiore Medical Center (US),United States,40.84985,-73.86641,
1335321130,Children's Hospital of Philadelphia (US),United States,39.95238,-75.16362,
1335486098,Electric Power Research Institute (US),United States,37.44188,-122.14302,
1335927249,United States Department of the Interior (US),United States,38.89511,-77.03637,
1336053918,Ochsner Health System (US),United States,29.95465,-90.07507,
1336096307,United States Department of Agriculture (US),United States,38.89511,-77.03637,
1336742384,Children's National (US),United States,38.89511,-77.03637,
1336910626,Children's Hospital of Los Angeles (US),United States,34.05223,-118.24368,
1338124936,American Museum of Natural History (US),United States,40.71427,-74.00597,
1338449461,Baystate Medical Center (US),United States,42.10148,-72.58981,
1338503839,Corning (United States) (US),United States,42.14285,-77.05469,
1339417872,Wadsworth Center (US),United States,42.65258,-73.75623,
1339509835,NorthShore University HealthSystem (US),United States,42.04114,-87.69006,
1340179700,NewYork–Presbyterian Hospital (US),United States,40.71427,-74.00597,
1341412227,IBM (United States) (US),United States,41.12648,-73.71402,
1341618623,National Museum of Natural History (US),United States,38.89511,-77.03637,
1342924430,LAC+USC Medical Center (US),United States,34.05223,-118.24368,
1343028186,United States Fish and Wildlife Service (US),United States,38.88233,-77.17109,
1343035065,United States Department of Commerce (US),United States,38.89511,-77.03637,
1343052199,Kaiser Permanente (US),United States,37.80437,-122.2708,
1343180700,Intel (United States) (US),United States,37.35411,-121.95524,
1343551460,The University of Texas MD Anderson Cancer Center (US),United States,29.76328,-95.36327,
1343871089,Los Alamos National Laboratory (US),United States,35.88808,-106.30697,
1344073410,Howard Hughes Medical Institute (US),United States,39.00287,-77.07115,
2750212522,Cold Spring Harbor Laboratory (US),United States,40.87149,-73.45679,
2799343972,University Hospitals of Cleveland (US),United States,41.4995,-81.69541,
2799356940,University Corporation for Atmospheric Research (US),United States,40.01499,-105.27055,
2799359367,Clinical Orthopaedics and Related Research (US),United States,39.95238,-75.16362,
2799360765,Thomas Jefferson University Hospital (US),United States,39.95238,-75.16362,
2799370151,Beaumont Health (US),United States,42.48948,-83.14465,
2799424032,Discovery Institute (US),United States,47.60621,-122.33207,
2799495847,University of Tennessee System (US),United States,35.96064,-83.92074,
2799503643,Columbia University Irving Medical Center (US),United States,40.71427,-74.00597,
2799567181,Princeton Plasma Physics Laboratory (US),United States,40.34872,-74.65905,
2799617873,American Society of Civil Engineers (US),United States,38.96872,-77.3411,
2799628689,University of Louisiana System (US),United States,30.44332,-91.18747,
2799691083,University of Arkansas System (US),United States,34.74648,-92.28959,
2799765794,University of Virginia Health System (US),United States,38.02931,-78.47668,
2799767083,Ochsner Medical Center (US),United States,29.95465,-90.07507,
2799786008,Glenn Research Center (US),United States,41.4995,-81.69541,
2799798094,UCLA Health (US),United States,34.05223,-118.24368,
2799810409,Hospital of the University of Pennsylvania (US),United States,39.95238,-75.16362,
2799849604,Cleveland Foundation (US),United States,41.4995,-81.69541,
2799853436,Johns Hopkins Medicine (US),United States,39.29038,-76.61219,
2799885155,The Ohio State University Comprehensive Cancer Center – Arthur G. James Cancer Hospital and Richard J. Solove Research Institute (US),United States,39.96118,-82.99879,
2799886695,Veterans Health Administration (US),United States,38.89511,-77.03637,
2799903593,Georgetown University Medical Center (US),United States,38.89511,-77.03637,
2799905417,UW Health University Hospital (US),United States,43.07305,-89.40123,
2799932517,"John H. Stroger, Jr. Hospital of Cook County (US)",United States,41.85003,-87.65005,
2799950915,Wright-Patterson Air Force Base (US),United States,39.81113,-84.05731,
2800102766,Idaho National Laboratory (US),United States,43.46658,-112.03414,
2800154431,Keck Hospital of USC (US),United States,34.05223,-118.24368,
2800204061,Southern University System (US),United States,30.44332,-91.18747,
2800216316,Oklahoma State University System (US),United States,36.11561,-97.05837,
2800250139,Defense Health Agency (US),United States,38.88233,-77.17109,
2800275141,Allegheny General Hospital (US),United States,40.44062,-79.99589,
2800326109,Detroit Medical Center (US),United States,42.33143,-83.04575,
2800363604,Walter Reed National Military Medical Center (US),United States,38.98067,-77.10026,
2800364127,Jacobi Medical Center (US),United States,40.71427,-74.00597,
2800369878,LIGO Scientific Collaboration (US),United States,34.14778,-118.14452,
2800403580,University of Minnesota System (US),United States,44.97997,-93.26384,
2800421839,Government of the United States of America (US),United States,38.89511,-77.03637,
2800446032,Rhode Island Hospital (US),United States,41.82399,-71.41283,
2800453862,University System of New Hampshire (US),United States,43.13397,-70.92645,
2800496781,North Shore University Hospital (US),United States,40.79788,-73.69957,
2800507078,University of Alabama System (US),United States,33.20984,-87.56917,
2800548410,United States National Library of Medicine (US),United States,38.98067,-77.10026,
2800560132,Long Island Jewish Medical Center (US),United States,40.7351,-73.68791,
2800590384,McLaren Health Care (US),United States,43.01253,-83.68746,
2800628709,Lenox Hill Hospital (US),United States,40.71427,-74.00597,
2800649613,University of Missouri Health System (US),United States,38.95171,-92.33407,
2800667924,Sinai Hospital (US),United States,39.29038,-76.61219,
2800704349,Cooper University Hospital (US),United States,39.92595,-75.11962,
2800717037,University of Florida Health (US),United States,29.65163,-82.32483,
2800817003,Southern California University for Professional Studies (US),United States,33.66946,-117.82311,
2800842121,Office of Energy Efficiency and Renewable Energy (US),United States,38.89511,-77.03637,
2800861319,Texas Health Dallas (US),United States,32.78306,-96.80667,
2800916854,American Ceramic Society (US),United States,40.12617,-82.92907,
2800935791,UC San Diego Health System (US),United States,32.71571,-117.16472,
2800957949,United States Congress (US),United States,38.89511,-77.03637,
2801004183,Temple College (US),United States,31.09823,-97.34278,
2801024494,HCA Healthcare (US),United States,36.16589,-86.78444,
2801047068,University Health System (US),United States,29.42412,-98.49363,
2801052491,Staten Island University Hospital (US),United States,40.71427,-74.00597,
2801107848,New York Hospital Queens (US),United States,40.71427,-74.00597,
2801148111,McLean Hospital (US),United States,42.39593,-71.17867,
2801159745,Huntsman Cancer Institute (US),United States,40.76078,-111.89105,
2801213986,Montana University System (US),United States,46.59271,-112.03611,
2801246084,Children's Defense Fund (US),United States,38.89511,-77.03637,
2801247003,United Nations Economic and Social Council (US),United States,40.71427,-74.00597,
2801273398,Texas State University System (US),United States,30.26715,-97.74306,
2801313472,North Central State College (US),United States,40.75839,-82.51545,
2801333002,Purdue University System (US),United States,40.42587,-86.90807,
2801337628,Beth Israel Deaconess Hospital (US),United States,41.95844,-70.66726,
2801365484,Utah System of Higher Education (US),United States,40.76078,-111.89105,
2801403999,UCLA Medical Center (US),United States,34.01949,-118.49138,
2801410363,Stony Brook University Hospital (US),United States,40.92565,-73.14094,
2801463575,University Medical Center New Orleans (US),United States,29.95465,-90.07507,
2801502357,Southern Illinois University System (US),United States,37.72727,-89.21675,
2801525821,University of Houston System (US),United States,29.76328,-95.36327,
2801539370,Harris Health System (US),United States,29.76328,-95.36327,
2801558778,LabCorp (United States) (US),United States,36.09569,-79.4378,
2801572250,Jacksonville College (US),United States,31.96378,-95.2705,
2801613365,Mitchell Institute (US),United States,43.65737,-70.2589,
2801621085,Society of Critical Care Medicine (US),United States,42.06642,-87.93729,
2801649442,State University System of Florida (US),United States,30.43826,-84.28073,
2801671727,VA Boston Healthcare System (US),United States,42.35843,-71.05977,
2801818860,Office of Nuclear Energy (US),United States,38.89511,-77.03637,
2801851002,Harvard University Press (US),United States,42.3751,-71.10561,
2801852214,University of Washington Medical Center (US),United States,47.60621,-122.33207,
2801919071,University of Illinois System (US),United States,40.11059,-88.20727,
2801935854,SLAC National Accelerator Laboratory (US),United States,37.45383,-122.18219,
2801983979,Denver Health Medical Center (US),United States,39.73915,-104.9847,
2802090120,University of North Texas System (US),United States,32.78306,-96.80667,
2802090665,University of Alaska System (US),United States,64.83778,-147.71638,
2802096936,University System of Ohio (US),United States,39.96118,-82.99879,
2802101240,Carolinas Medical Center (US),United States,35.22709,-80.84313,
2802152183,Novant Health (US),United States,36.09986,-80.24422,
2802203029,Johnson University (US),United States,35.96064,-83.92074,
2802216851,University of Iowa Hospitals and Clinics (US),United States,41.66113,-91.53017,
2802236040,University of Colorado System (US),United States,40.01499,-105.27055,
2802326326,The University of Texas Rio Grande Valley (US),United States,26.30174,-98.16334,R2
2802336062,Harborview Medical Center (US),United States,47.60621,-122.33207,
2802366037,Baylor University Medical Center (US),United States,32.78306,-96.80667,
2802397601,University of Maine System (US),United States,44.79884,-68.77265,
2802412784,Banner Health (US),United States,33.44838,-112.07404,
2802423016,WinnMed (US),United States,43.30331,-91.78571,
2802446248,American Dental Education Association (US),United States,38.89511,-77.03637,
2802450327,University of Nebraska System (US),United States,40.8,-96.66696,
2802534011,MedStar Georgetown University Hospital (US),United States,38.89511,-77.03637,
2802576979,Indianapolis Zoo (US),United States,39.76838,-86.15804,
2802581893,United States Army Medical Research and Development Command (US),United States,39.41427,-77.41054,
2802612298,The Wallace H. Coulter Department of Biomedical Engineering (US),United States,33.749,-84.38798,
2802705668,United States Army Combat Capabilities Development Command (US),United States,39.46686,-76.13066,
2802706902,Knoxville College (US),United States,35.96064,-83.92074,
2802730090,Yale Cancer Center (US),United States,41.30815,-72.92816,
2802789608,Ames National Laboratory (US),United States,42.03471,-93.61994,
2802821144,Center for Environmental Health (US),United States,37.80437,-122.2708,
2802827176,Dignity Health (US),United States,37.77493,-122.41942,
2802841742,University of Massachusetts System (US),United States,42.35843,-71.05977,
2802841970,The Ohio State University Wexner Medical Center (US),United States,39.96118,-82.99879,
2802849423,University Medical Center (US),United States,33.57786,-101.85517,
2802864460,Jackson Memorial Hospital (US),United States,25.77427,-80.19366,
2802946424,Johns Hopkins University Applied Physics Laboratory (US),United States,39.139,-76.87053,
2802948906,Health Net (US),United States,34.16834,-118.60592,
2802964274,Interface (United States) (US),United States,33.03929,-85.03133,
2802992173,NOAA Oceanic and Atmospheric Research (US),United States,38.99067,-77.02609,
2803018670,Providence Hospital (US),United States,30.69436,-88.04305,
2803028891,Hahnemann University Hospital (US),United States,39.95238,-75.16362,
2803043754,Henry Ford Hospital (US),United States,42.33143,-83.04575,
2803209242,University of California System (US),United States,37.80437,-122.2708,
2887101046,University of South Carolina System (US),United States,34.00071,-81.03481,
2948394018,Northrop Grumman (United States) (US),United States,38.88233,-77.17109,
2948539688,AbbVie (United States) (US),United States,42.32558,-87.84118,
3019308854,Moffitt Cancer Center (US),United States,27.94752,-82.45843,
3019586173,National Jewish Health (US),United States,39.73915,-104.9847,
3130687028,United States Department of the Navy (US),United States,38.88101,-77.10428,
3132238960,Institute of Electrical and Electronics Engineers (US),United States,40.49927,-74.39904,
3132585960,Arizona's Public Universities (US),United States,33.44838,-112.07404,
3143470655,Institute for Health Metrics and Evaluation (US),United States,47.60621,-122.33207,
4210085935,IBM Research - Almaden (US),United States,37.33939,-121.89496,
4210086173,New Frontier (US),United States,39.47353,-118.77737,
4210086682,National University System (US),United States,32.84727,-117.2742,
4210086933,NYU Langone Health (US),United States,40.71427,-74.00597,
4210086971,VA Connecticut Healthcare System (US),United States,41.27065,-72.94705,
4210087384,Rady Children's Hospital-San Diego (US),United States,32.71571,-117.16472,
4210087413,University of Colorado Health (US),United States,39.72943,-104.83192,
4210087454,Augusta University Health (US),United States,33.47097,-81.97484,
4210087560,Stony Brook School (US),United States,40.92565,-73.14094,
4210087596,Qualcomm (United States) (US),United States,32.71571,-117.16472,
4210087865,University of Chicago Medical Center (US),United States,41.85003,-87.65005,
4210087915,Massachusetts General Hospital (US),United States,42.35843,-71.05977,
4210088045,Online Technologies (United States) (US),United States,34.76954,-92.26709,
4210088259,National Institute of Dental and Craniofacial Research (US),United States,38.98067,-77.10026,
4210088475,Texas Tech University System (US),United States,33.57786,-101.85517,
4210088488,Advocate Health Care (US),United States,41.80892,-88.01117,
4210088555,Abbott (United States) (US),United States,41.85003,-87.65005,
4210088741,Clinical Research Institute (US),United States,45.01052,-93.45551,
4210088792,United States Army (US),United States,38.88101,-77.10428,
4210088923,The Bronx Defenders (US),United States,40.84985,-73.86641,
4210089162,Northwestern Memorial Hospital (US),United States,41.85003,-87.65005,
4210089330,Cooper Medical School of Rowan University (US),United States,39.92595,-75.11962,
4210089431,National Cancer Center (US),United States,40.77649,-73.46735,
4210089486,Fred Hutch Cancer Center (US),United States,47.60621,-122.33207,
4210089489,Health Services Research & Development (US),United States,38.89511,-77.03637,
4210089612,United States Air Force (US),United States,38.88101,-77.10428,
4210089954,Jackson Health System (US),United States,25.77427,-80.19366,
4210090236,National Human Genome Research Institute (US),United States,38.98067,-77.10026,
4210090317,The Barbara Ann Karmanos Cancer Institute (US),United States,42.33143,-83.04575,
4210090529,Andover Eye Associates (US),United States,42.65843,-71.137,
4210090567,National Institute of Diabetes and Digestive and Kidney Diseases (US),United States,38.98067,-77.10026,
4210090807,Rothman Orthopaedics (US),United States,39.95238,-75.16362,
4210090916,Triangle (US),United States,42.4251,-71.06616,
4210091634,Atlas Scientific (United States) (US),United States,40.6501,-73.94958,
4210091794,Office of the Director (US),United States,38.98067,-77.10026,
4210091810,Medtronic (United States) (US),United States,44.97997,-93.26384,
4210091812,Bristol-Myers Squibb (United States) (US),United States,40.71427,-74.00597,
4210092882,Grady Health System (US),United States,33.749,-84.38798,
4210093233,Perspectives Charter School (US),United States,41.85003,-87.65005,
4210094059,Kavli Institute for Particle Astrophysics and Cosmology (US),United States,37.45383,-122.18219,
4210094360,Lehigh Valley Health Network (US),United States,40.60843,-75.49018,
4210094549,VA Puget Sound Health Care System (US),United States,47.60621,-122.33207,
4210094889,Agricultural Research Service - Pacific West Area (US),United States,37.88687,-122.29775,
4210094901,New York/New Jersey VA Health Care Network (US),United States,40.71427,-74.00597,
4210094981,Community Link (US),United States,38.58157,-121.4944,
4210095140,National Institute of Environmental Health Sciences (US),United States,35.99403,-78.89862,
4210095266,Mount Sinai Medical Center (US),United States,25.79065,-80.13005,
4210095624,Alibaba Group (United States) (US),United States,37.56299,-122.32553,
4210095851,VA New England Healthcare System (US),United States,42.49065,-71.27617,
4210096018,May Institute (US),United States,42.1626,-71.04116,
4210096275,Children's Hospital Colorado (US),United States,39.72943,-104.83192,
4210096498,Presbyterian Hospital (US),United States,35.08449,-106.65114,
4210096636,"University of California, Irvine Medical Center (US)",United States,33.78779,-117.85311,
4210096972,Los Angeles Medical Center (US),United States,34.05223,-118.24368,
4210097287,Engineering Associates (United States) (US),United States,34.07538,-84.29409,
4210097785,Baptist Health South Florida (US),United States,25.77427,-80.19366,
4210098814,UPMC Health System (US),United States,40.44062,-79.99589,
4210098931,Quantitative BioSciences (US),United States,32.99115,-117.27115,
4210099336,Menlo School (US),United States,37.46133,-122.19774,
4210099595,VA San Diego Healthcare System (US),United States,32.71571,-117.16472,
4210100211,E Ink (United States) (US),United States,42.55843,-71.26895,
4210100294,Center for Children (US),United States,38.52929,-76.97525,
4210100810,Sarah Cannon (US),United States,36.16589,-86.78444,
4210100841,University Health Care System (US),United States,33.47097,-81.97484,
4210101049,Lung Institute (US),United States,32.78306,-96.80667,
4210101190,Cancer Research And Biostatistics (US),United States,47.60621,-122.33207,
