topic_id,feature_0,feature_1
11882,-55.678741455078125,-8.305158615112305
11884,-46.58250427246094,16.542022705078125
11889,-54.06761932373047,-6.344482898712158
11908,-53.96546936035156,11.719700813293455
11919,-30.903732299804688,41.14176940917969
11924,-47.93955993652344,1.7362630367279053
11927,-41.914337158203125,-13.694025993347168
11956,-21.83000946044922,56.06838607788086
11970,-58.40062713623047,20.38739013671875
12009,-39.67970275878906,41.155330657958984
12029,22.057769775390625,-53.180049896240234
12030,-48.1809196472168,27.28397750854492
12104,-50.421417236328125,25.116432189941406
12140,-40.35934829711914,49.77971649169922
12187,-44.960636138916016,11.863120079040527
12215,-54.12095642089844,-7.921296119689941
12254,-59.987064361572266,16.43124008178711
12257,-53.67121505737305,-7.381735801696777
12287,-54.67874526977539,26.01837158203125
12360,-50.72334671020508,-5.361930847167969
12388,-28.225780487060547,-7.661599636077881
12412,-42.41447830200195,-38.53084182739258
12434,-45.34300231933594,20.84827995300293
12441,-47.50032424926758,14.88785457611084
12530,-50.71025848388672,-4.523049354553223
12534,-55.23102188110352,28.762388229370117
12561,-54.1087646484375,12.039336204528809
12566,-43.71051788330078,-10.815424919128418
12576,-26.454437255859375,8.939321517944336
12610,-52.9141731262207,24.817068099975582
12620,-51.5039176940918,27.047130584716797
12668,-40.609859466552734,-8.286210060119629
12683,-45.64273452758789,-5.430541515350342
12685,-54.841575622558594,-9.568568229675291
12688,-48.83831024169922,0.5108367204666138
12756,-51.91106796264648,-4.812180995941162
12763,-47.1105842590332,16.504350662231445
12789,-13.180526733398438,4.286558151245117
12820,-41.34859085083008,26.105710983276367
12827,-49.16310501098633,14.620972633361816
