year,institution_id,n_works,n_authors
2016,12834331,1095,1149
2016,169335092,703,705
2016,1321572752,157,243
2016,1310421338,374,641
2016,17301866,1685,1833
2016,48633490,11938,16257
2016,134113660,1195,1344
2016,2799905417,334,557
2016,1320796813,4376,6219
2016,1309849503,537,561
2016,1309104334,653,1043
2016,87208437,402,422
2016,203172682,571,648
2016,4210112577,223,431
2016,8078737,1836,2091
2016,24603500,2638,2673
2016,173268674,7033,7639
2016,158012942,304,397
2016,4210124598,156,423
2016,2799849604,27,63
2016,1309191912,440,723
2016,133999245,1061,1068
2016,184565670,2277,2933
2016,133738476,699,694
2016,4210118014,296,428
2016,87424562,300,449
2016,2799767083,188,312
2016,4210094360,175,292
2016,139290212,588,778
2016,3019586173,362,416
2016,189590672,2097,2488
2016,1321296531,2112,2306
2016,45438204,1204,1129
2016,24571045,596,775
2016,185071736,293,287
2016,86755215,754,1018
2016,134386540,290,383
2016,86519309,6300,6338
2016,1320354487,187,319
2016,3019308854,1265,1602
2016,203088144,565,720
2016,1321404777,769,1187
2016,2799903593,563,841
2016,36788626,595,851
2016,1310145890,392,352
2016,210824098,131,222
2016,12097938,2051,2442
2016,79272384,915,896
2016,4210158500,387,730
2016,32971472,7485,8872
2016,2800363604,473,752
2016,4210144023,390,496
2016,4210128526,483,664
2016,6059380,487,889
2016,4210114444,181,218
2016,18241798,73,93
2016,151808059,340,415
2016,219193219,5236,5782
2016,191429286,319,323
2016,132943300,390,727
2016,4210094059,409,421
2016,86501945,2088,2097
2016,1321686444,197,346
2016,79463011,165,206
2016,1320343167,410,751
2016,170201317,6854,9029
2016,1308126019,1560,1875
2016,4210107408,408,1034
2016,134446601,415,644
2016,78715868,1427,1598
2016,4210107338,71,44
2016,1174212,5835,6950
2016,79516672,348,383
2016,7947594,652,700
2016,91045830,6477,7006
2016,186523950,161,352
2016,4210109259,436,732
2016,4210138500,39,60
2016,4210135078,103,188
2016,4210156876,369,516
2016,181190671,579,903
2016,1283621791,494,785
2016,103635307,2142,2596
2016,27837315,12192,14173
2016,4210126032,962,1083
2016,4210088923,68,132
2016,117965899,2002,2307
2016,4210121272,72,211
2016,870398029,110,284
2016,4210088792,790,1539
2016,67328108,295,420
2016,20382870,860,834
2016,1282927834,1520,2131
2016,4210086682,238,282
2016,4210151747,683,1134
2016,1283103587,77,90
2016,6902469,620,846
2016,40347166,7708,8998
2016,4210157557,47,661
2016,1283055418,740,1099
2016,1743320,473,724
2016,59553526,2737,3260
2016,29957033,1493,1835
2016,19700959,1886,1811
2016,20388574,675,1031
2016,165799507,1140,1187
2016,196272386,852,1377
2016,1283654650,178,238
2016,178169726,663,711
2016,66946132,5538,5519
2016,4210149717,954,1966
2016,106165777,2366,2466
2016,1281704429,252,417
2016,4210149743,305,483
2016,188538660,4066,4053
2016,4210086933,1851,2779
2016,2801313472,101,184
2016,2799360765,434,783
2016,115475287,1383,1535
2016,2800861319,169,343
2016,4210120349,194,299
2016,1281539108,728,860
2016,66958751,602,523
2016,4210138636,531,738
2016,1283280774,6175,7826
2016,181233156,1306,1375
2016,59499333,222,422
2016,117397414,211,356
2016,1338449461,201,330
2016,40253897,247,373
2016,2802450327,4239,5337
2016,4210099336,311,575
2016,867280407,3467,5251
2016,188703185,578,1029
2016,11883440,406,519
2016,1338503839,187,306
2016,106460735,111,174
2016,4210138663,951,1354
2016,8692664,2335,2583
2016,140172145,2899,3316
2016,4210106879,1151,1361
2016,131249849,2805,2987
2016,4210124779,6228,6389
2016,1311688040,213,318
2016,2799798094,1282,2018
2016,4210144267,298,475
2016,2802948906,147,422
2016,1311914864,241,359
2016,2800446032,588,989
2016,47838141,1246,1720
2016,85384741,88,168
2016,4210112371,2303,3337
2016,4210113003,190,432
2016,170897317,6565,7935
2016,1324220072,197,374
2016,1312106833,175,239
2016,4210124153,166,240
2016,4210108049,303,424
2016,2948394018,104,205
2016,4210154437,92,119
2016,227586296,152,253
2016,4210094981,18,47
2016,4210143137,185,249
2016,12057038,121,250
2016,2948539688,557,1223
2016,1323778983,341,571
2016,33213144,8449,10283
2016,4210114575,439,792
2016,2800957949,53,104
2016,135310074,7849,10012
2016,2799691083,2929,3774
2016,135191193,418,591
2016,1304196042,394,748
2016,4210119004,294,502
2016,22433950,193,334
2016,1305001552,110,165
2016,2802216851,483,850
2016,138873065,215,213
2016,4210131007,93,206
2016,25041050,1158,1814
2016,12315562,2448,3017
2016,4210131075,479,520
2016,430641,185,244
2016,17626003,820,937
2016,4210095140,487,588
2016,2800507078,6002,6929
2016,130769515,7310,7278
2016,2800842121,738,877
2016,192545095,292,653
2016,1304808963,265,327
2016,1312222531,2413,2809
2016,192389796,210,244
2016,4210162197,1951,2986
2016,1304269903,420,788
2016,130701444,4740,4556
2016,4210146710,2045,3045
2016,169615421,247,335
2016,173911158,3453,3922
2016,1304256225,10004,12495
2016,192396691,295,335
2016,2801852214,412,627
2016,1304082316,710,1214
2016,76835614,3003,3401
2016,1312537475,233,457
2016,157638225,440,518
2016,1324520350,313,396
2016,1321305853,299,323
2016,60205797,91,174
2016,4210162359,6,11
2016,168959743,289,261
2016,1315708478,457,640
2016,1316910977,277,442
2016,1298353152,215,307
2016,4210166271,75,338
2016,4210096275,571,741
2016,52792670,232,356
2016,2802821144,176,346
2016,127073530,113,191
2016,257179599,313,637
2016,4210127875,90,107
2016,1328594524,494,628
2016,11957088,828,841
2016,1328359107,690,1013
2016,4210105714,184,395
2016,1316902750,4010,5457
2016,2800916854,5,11
2016,2801107848,994,1522
2016,4210145274,750,659
2016,94396219,304,420
2016,1297540436,327,707
2016,150149174,216,311
2016,74775410,2010,2192
2016,4210155647,382,593
2016,4210105618,21,68
2016,150209017,804,730
2016,4210114115,779,1225
2016,137902535,4029,4441
2016,74760111,155,307
2016,82783531,1048,1473
2016,1328499231,356,654
2016,189957204,346,468
2016,4210108601,2,5
2016,1298154867,256,311
2016,189196454,1241,1300
2016,126744593,2910,4257
2016,4210160255,210,408
2016,2802090120,1606,1816
2016,1297463080,190,283
2016,4210147586,847,1460
2016,1297288678,709,838
2016,1328969757,193,237
2016,53276908,512,713
2016,4210096498,767,1183
2016,53236636,38,79
2016,138006243,5225,6008
2016,4210159453,478,1300
2016,4210122924,717,844
2016,169071179,108,269
2016,81020160,321,505
2016,74680897,149,225
2016,82497590,1739,1972
2016,94658018,854,839
2016,94062374,1000,1906
2016,2802992173,1250,1045
2016,1298060332,300,410
2016,153297377,2100,2899
2016,36258959,8205,10131
2016,4210108700,177,261
2016,1297127228,570,292
2016,4210128969,1149,2255
2016,141649380,620,682
2016,1316535847,2409,3389
2016,4210161994,462,812
2016,2801649442,19344,22923
2016,4210092882,130,208
2016,201448701,10933,13559
2016,2800250139,1254,2177
2016,82495205,539,482
2016,4210121988,536,502
2016,4210141674,56,142
2016,2802090665,905,920
2016,1315792047,327,363
2016,1302163369,284,367
2016,2800369878,38,156
2016,204308271,1808,2462
2016,4210117499,501,820
2016,1314135232,1090,1398
2016,75929689,570,758
2016,83909951,184,209
2016,1327163397,10829,12761
2016,47251452,2187,2850
2016,2802841970,974,1649
2016,1327069482,312,522
2016,150569930,276,609
2016,1313867356,829,494
2016,4210142152,243,291
2016,51713134,1301,2509
2016,4210159720,489,695
2016,1314696892,678,2252
2016,2800935791,413,699
2016,4210147155,443,1123
2016,83925599,19,14
2016,1301076528,943,1370
2016,205783295,8940,11251
2016,4210131712,230,340
2016,1326929380,154,264
2016,2800817003,514,612
2016,47301684,491,511
2016,83809506,532,725
2016,4210118434,299,418
2016,2801851002,1134,1305
2016,2802849423,1032,2485
2016,52064589,84,109
2016,4210142393,35,83
2016,2799886695,1342,2114
2016,4210155419,391,527
2016,128956969,426,430
2016,92156820,893,1483
2016,174216632,3912,4042
2016,156802259,380,530
2016,2802841742,5907,6537
2016,4210095624,9,6
2016,4210153546,22,19
2016,137853757,543,717
2016,2803018670,60,97
2016,94328231,140,261
2016,204866599,476,711
2016,94339441,334,422
2016,4210109567,687,1680
2016,16820183,408,668
2016,4210122954,189,321
2016,2801818860,285,307
2016,189273616,220,330
2016,12912129,1956,2212
2016,1326872476,245,385
2016,4210164563,178,483
2016,2799628689,1173,1352
2016,4210142217,69,115
2016,32389192,3890,4849
2016,129302853,69,185
2016,80605987,407,437
2016,128902783,294,472
2016,4210166946,382,634
2016,6332465,236,385
2016,4210095851,1065,1259
2016,153901656,363,396
2016,1314596251,251,628
2016,2799765794,473,707
2016,150468666,5978,7508
2016,2802101240,264,483
2016,1320320070,1271,2288
2016,49332381,894,1394
2016,4210123017,162,244
2016,4210094549,260,316
2016,4210164401,611,1010
2016,4210124136,13,37
2016,33086117,340,384
2016,1307117695,224,437
2016,4210108985,237,329
2016,78577930,7978,9431
2016,2801004183,284,419
2016,4210091812,851,2510
2016,4210091810,316,566
2016,2802152183,1015,1434
2016,4210108991,178,252
2016,2800364127,126,189
2016,4210154632,461,416
2016,4210146328,134,188
2016,4210130600,458,680
2016,2799786008,324,346
2016,1311060795,839,1032
2016,2799932517,220,328
2016,1307098950,254,475
2016,79620101,1129,1684
2016,79576946,8416,10876
2016,4210091794,268,361
2016,88694374,316,551
2016,4210130649,337,597
2016,4210143392,957,1675
2016,1306686416,167,190
2016,4210143381,472,653
2016,1306862143,203,353
2016,208333798,374,402
2016,2800453862,1210,1033
2016,170632171,215,278
2016,77920804,496,826
2016,2800496781,111,231
2016,151328261,206,146
2016,2800326109,442,689
2016,4210144228,804,1206
2016,4210108968,273,583
2016,1306490931,337,452
2016,223532165,5411,6339
2016,36819085,69,157
2016,1320553840,680,1653
2016,186335123,1085,1286
2016,87303767,291,343
2016,87216513,5342,5895
2016,139787848,110,211
2016,4210146389,13,14
2016,4210107917,29,81
2016,157725225,6726,7484
2016,184840846,2384,3147
2016,1322918889,1133,1802
2016,4210145812,313,604
2016,4210094901,547,772
2016,4210091634,7,8
2016,1306266525,2078,1783
2016,4210122704,589,631
2016,2802946424,572,510
2016,4210112672,340,387
2016,131651094,772,714
2016,4210094889,556,585
2016,49886154,355,482
2016,2802203029,457,719
2016,2801024494,80,128
2016,1315496137,279,434
2016,175003984,1123,1164
2016,75420490,626,981
2016,36373038,505,836
2016,1299907687,156,290
2016,92446798,2774,3138
2016,33434090,801,844
2016,75421653,885,983
2016,3130687028,900,986
2016,1327576362,281,446
2016,2799617873,66,19
2016,83328450,766,880
2016,4210153792,661,1039
2016,183874917,348,658
2016,4210144876,2859,4678
2016,52357470,7613,9228
2016,4210163017,145,320
2016,4210127938,309,472
2016,1299303238,9737,16751
2016,1299501804,351,456
2016,4210114836,685,2263
2016,4210096018,125,622
2016,92664306,241,425
2016,2801671727,507,572
2016,1299218025,271,432
2016,4210129097,512,865
2016,4210158188,7,29
2016,2799853436,5304,7673
2016,4210147340,464,506
2016,81365321,1036,998
2016,1317239608,768,728
2016,4210117453,3077,3964
2016,4387153466,621,1137
2016,2803043754,683,1068
2016,430192,434,474
2016,83399316,691,927
2016,1299725459,209,456
2016,204465549,5485,6995
2016,4210108791,739,1087
2016,38260057,805,1281
2016,1299022934,9280,17798
2016,4210090916,261,372
2016,4210147348,454,715
2016,1317227900,10009,11665
2016,8248082,269,356
2016,157417397,451,528
2016,2802096936,16889,20725
2016,52669646,337,356
2016,159548981,376,511
2016,75027704,3412,3626
2016,127591826,472,465
2016,4210125099,3919,5726
2016,2802827176,794,1244
2016,4210090807,8,15
2016,4210093233,4,422
2016,127339247,6824,7918
2016,157394403,1004,1114
2016,4210105766,83,164
2016,93393672,282,470
2016,4210128757,218,341
2016,2803028891,61,116
2016,74973139,2832,2803
2016,141472210,702,677
2016,25790992,222,518
2016,44461941,2671,2843
2016,2799885155,246,494
2016,592451,5912,7128
2016,4210114143,425,961
2016,2802612298,223,291
2016,1340179700,1335,2132
2016,121934306,2410,3047
2016,121980950,1270,1323
2016,98947143,279,310
2016,1333606569,226,484
2016,1295339012,192,226
2016,4210111876,252,412
2016,4210115145,391,483
2016,4210104968,53,52
2016,123946342,767,895
2016,1292974536,202,284
2016,4210153043,1172,2165
2016,4210148048,205,193
2016,4210133143,232,440
2016,72951846,2663,2829
2016,99041443,1277,1451
2016,4210164117,164,283
2016,1295346377,111,215
2016,125687163,692,728
2016,19085752,248,492
2016,1290463931,472,451
2016,2799567181,300,453
2016,4210140176,353,697
2016,55921689,71,172
2016,122266389,430,476
2016,4210119589,276,368
2016,4210096972,255,475
2016,6750721,846,1014
2016,1333535994,387,725
2016,4210104314,172,262
2016,16285277,748,773
2016,1290206253,1096,1112
2016,26538001,1311,1496
2016,1331384533,2862,3049
2016,4210160401,15,31
2016,285663978,472,967
2016,1293487830,200,353
2016,3132585960,10305,11167
2016,1293502524,160,314
2016,97018004,11916,14750
2016,4210104856,86,156
2016,2801613365,626,764
2016,125029298,441,737
2016,71838634,543,571
2016,142066694,54,95
2016,4210140816,259,806
2016,1292894508,733,1036
2016,55302922,1131,1618
2016,2800560132,210,344
2016,4210140884,2899,4894
2016,4210127612,763,918
2016,72090969,92,133
2016,4210125474,569,888
2016,4210097287,30,1049
2016,2801159745,473,514
2016,96749437,239,269
2016,392282,1239,1148
2016,160856358,290,424
2016,4210111804,263,422
2016,200870766,1404,2138
2016,4179309,196,429
2016,1629065,492,594
2016,1330342723,7649,10074
2016,4210102044,106,221
2016,4210100294,134,254
2016,2800216316,1741,2014
2016,4322298,370,408
2016,4210132746,338,332
2016,1290900354,829,1095
2016,2801148111,377,574
2016,2802730090,429,551
2016,4210157861,222,401
2016,71578702,149,223
2016,98704320,3776,5379
2016,4210127693,85,153
2016,4210115256,262,457
2016,4210137555,126,229
2016,29606459,722,1110
2016,4210135903,259,316
2016,180670191,7135,9703
2016,108785884,503,775
2016,4210157321,28,41
2016,165102784,411,465
2016,923382979,231,353
2016,61628605,283,433
2016,4210151215,1831,2074
2016,4210141039,3865,4433
2016,4210102099,410,488
2016,4210110987,283,422
2016,4210100211,116,408
2016,114395901,2512,2893
2016,2801337628,71,129
2016,4210150094,236,420
2016,4210137549,357,679
2016,108468826,353,395
2016,1341618623,488,322
2016,148314036,782,1143
2016,4210090317,462,500
2016,4210097785,138,178
2016,72816309,1985,2557
2016,3143470655,133,417
2016,4210140114,50,59
2016,121847817,1177,1215
2016,2801572250,429,754
2016,1290055561,103,190
2016,1295499534,674,902
2016,1330347796,373,657
2016,121820613,2251,2477
2016,1334016132,154,296
2016,1289702989,12118,13324
2016,39565521,12484,17187
2016,1289739345,211,345
2016,26347476,743,1348
2016,2802336062,245,432
2016,4210115238,422,387
2016,1291425158,1166,2268
2016,122411786,4666,5001
2016,1333370159,10,14
2016,98813999,208,611
2016,160606119,1206,1770
2016,149700789,51,342
2016,161057412,992,859
2016,55732556,4693,4615
2016,4210157890,1484,2451
2016,4210140405,18,69
2016,1294504835,286,262
2016,2802366037,368,450
2016,55769427,3939,4964
2016,3132238960,46,200
2016,4210140341,316,752
2016,2801621085,12,66
2016,54713919,448,680
2016,4210148268,513,559
2016,35662394,264,680
2016,4210089431,125,322
2016,4210089612,1114,1544
2016,149744451,292,284
2016,95457486,7915,8216
2016,156087764,637,566
2016,1289243028,2580,2386
2016,177156846,660,735
2016,99484792,146,239
2016,4210133905,795,912
2016,16269868,262,287
2016,1334095494,170,410
2016,1289568071,314,488
2016,2799503643,2254,3793
2016,177097968,262,343
2016,149910238,1105,1033
2016,2801539370,3993,5734
2016,126345244,856,876
2016,126307644,3842,4865
2016,1335321130,2003,2686
2016,1288162130,109,219
2016,120156002,488,553
2016,1335289525,1061,1844
2016,1296604144,60,136
2016,1288198617,183,234
2016,4210148589,17,27
2016,4210141337,850,522
2016,1329528197,110,200
2016,267592682,574,691
2016,4210158053,15104,17920
2016,4210090529,14,17
2016,1287643137,323,464
2016,189158971,311,321
2016,4210111906,82,217
2016,4210148682,202,497
2016,2801558778,57,89
2016,161318765,8327,10593
2016,95240055,238,366
2016,1334069289,531,877
2016,4210127473,375,1095
2016,43522216,231,263
2016,2800204061,94,102
2016,5716644,178,321
2016,43579087,1207,1262
2016,1334627681,1968,1904
2016,4210147799,141,250
2016,2802326326,530,579
2016,148283060,3501,3809
2016,1295908608,227,331
2016,1289490764,3453,6199
2016,2802705668,980,1020
2016,2802706902,229,339
2016,4210160527,414,611
2016,1295876152,705,1154
2016,1289422878,591,815
2016,1334329717,327,371
2016,142606810,1510,1679
2016,2801213986,907,1102
2016,1289437631,699,793
2016,154057602,1153,1590
2016,39587148,356,463
2016,1330063522,1326,2737
2016,4210132596,206,358
2016,2800548410,204,264
2016,2802789608,356,430
2016,188891513,354,557
2016,70983195,1306,1297
2016,4210167126,319,525
2016,57328836,1005,1166
2016,149919469,444,494
2016,4210153153,485,2363
2016,123534392,1582,1778
2016,4210117083,155,321
2016,2613432,3002,3631
2016,167576493,855,865
2016,1332460256,234,291
2016,39422238,4400,5971
2016,123431417,1043,1565
2016,1330989302,873,1468
2016,4210090236,373,521
2016,4210105015,162,320
2016,142740786,1836,2477
2016,4210160418,788,1249
2016,149251103,1599,2421
2016,35777872,373,542
2016,16452829,24071,30585
2016,4210089954,651,1105
2016,1332737386,271,438
2016,13511017,552,610
2016,200719446,4486,6076
2016,2800421839,3731,5957
2016,55633929,399,440
2016,4210140958,257,573
2016,72019824,169,332
2016,142207940,257,310
2016,4210104735,1271,1660
2016,2801919071,11139,13153
2016,2800590384,506,577
2016,2799495847,4844,5621
2016,4210090567,511,711
2016,1287521167,174,221
2016,142823887,261,330
2016,4210111938,59,106
2016,4210096636,186,286
2016,193531525,2683,2818
2016,147878501,171,292
2016,57206974,5980,7020
2016,44265643,470,733
2016,2802412784,274,402
2016,147853995,198,213
2016,4210127358,221,509
2016,1335486098,182,323
2016,889937125,211,379
2016,1334819555,3439,4989
2016,120506574,49,67
2016,4210134091,291,334
2016,1288214837,1139,1216
2016,57053284,79,85
2016,2802397601,762,833
2016,39694355,543,549
2016,4210089486,1652,1913
2016,166722992,1533,2147
2016,4210089489,625,1067
2016,1288882113,2704,4003
2016,168537998,942,2154
2016,100005738,1439,1896
2016,175594653,403,446
2016,4210085935,149,201
2016,126218986,221,348
2016,113508548,450,492
2016,1294278766,580,682
2016,114027177,6982,8445
2016,118136607,326,341
2016,1338124936,507,343
2016,2799424032,375,707
2016,4210134769,2120,3288
2016,2801502357,1195,1449
2016,2802446248,8,11
2016,59130452,1281,1882
2016,118353179,625,756
2016,181401687,574,514
2016,4210156829,142,454
2016,4210115614,16,21
2016,27825529,227,304
2016,103531236,1121,1039
2016,4210149382,379,327
2016,118118575,700,563
2016,4210163141,2,2
2016,1336053918,234,376
2016,119443389,451,686
2016,27804330,3315,3879
2016,103187081,2399,1756
2016,68260882,2421,2539
2016,154570441,3161,3405
2016,103163165,2876,3396
2016,4210165192,458,589
2016,19648265,691,910
2016,143302722,3435,4316
2016,165951966,1452,2274
2016,2801273398,1115,1170
2016,4210160694,136,282
2016,1335927249,3138,3494
2016,58610484,1168,2119
2016,102607778,406,394
2016,2801410363,171,383
2016,155173764,695,771
2016,4210115976,587,636
2016,4210087413,212,369
2016,4210150362,189,352
2016,4210157085,213,409
2016,4210157264,241,378
2016,896114043,51,79
2016,1343551460,5290,7481
2016,4210101641,256,409
2016,4210160970,43,42
2016,1285204247,2052,2686
2016,1285210727,183,317
2016,35566140,215,245
2016,58956616,3492,4573
2016,2800717037,362,619
2016,102502594,732,1162
2016,1285764155,1150,2744
2016,177721651,761,936
2016,1336910626,694,932
2016,4210165183,133,343
2016,1285739803,394,469
2016,166088655,373,360
2016,181547552,4022,5703
2016,1285301757,1337,1827
2016,859038795,3959,4418
2016,181565077,1708,1809
2016,4210098931,60,100
2016,166416128,783,751
2016,102149020,1104,1131
2016,181697535,665,1016
2016,165733156,3285,3760
2016,4210127055,390,474
2016,165690674,2919,3654
2016,1339509835,465,704
2016,4210111179,703,1513
2016,14285509,399,621
2016,198811213,4490,5568
2016,59897056,464,579
2016,2800154431,356,555
2016,19772626,298,354
2016,1282105669,2510,2514
2016,4210135252,553,917
2016,162577319,1521,1832
2016,872248612,590,642
2016,1339417872,181,228
2016,116530498,235,278
2016,1282516798,280,522
2016,922845939,682,1552
2016,2799370151,494,833
2016,162714631,1727,1706
2016,106745318,789,947
2016,29801172,208,390
2016,4210138094,726,819
2016,4210099595,391,531
2016,2801463575,24,52
2016,4210088741,764,1172
2016,2800628709,143,230
2016,2800704349,116,273
2016,4210102705,80,181
2016,4210138309,443,711
2016,4210138311,1406,1811
2016,1282311441,1381,1774
2016,4210165260,129,185
2016,102298084,106,115
2016,1286490081,595,1039
2016,4210120076,119,430
2016,1286329397,2629,2690
2016,4210152133,7,7
2016,4210089330,118,203
2016,39815113,619,608
2016,1286959531,451,577
2016,39965400,341,669
2016,1287163989,606,829
2016,2801246084,3,4
2016,142934699,545,639
2016,1336096307,3598,4267
2016,2801935854,1354,1801
2016,2801247003,416,525
2016,4210120050,2055,2324
2016,4210086173,1,2
2016,161675122,596,453
2016,4210110664,433,687
2016,102461120,664,693
2016,4210164053,188,272
2016,4210160641,506,570
2016,102322142,5706,7163
2016,368840534,1127,1122
2016,102322052,242,407
2016,4210098814,1527,2617
2016,5388228,3373,4590
2016,177605424,274,409
2016,2801525821,2830,2991
2016,177607063,299,410
2016,2802423016,1608,2662
2016,4210134534,966,1697
2016,155781252,2612,2766
2016,4210089162,215,365
2016,1336742384,840,1183
2016,4210121439,202,496
2016,4210110848,58,150
2016,1281378812,365,485
2016,4210101935,381,677
2016,107606265,1022,1681
2016,146416000,2462,2797
2016,114832834,1804,2279
2016,1280259254,180,342
2016,4210088475,2535,3112
2016,114493937,497,712
2016,4210126298,2825,4570
2016,107766831,871,524
2016,4210110523,567,640
2016,146183641,219,362
2016,4210159288,248,511
2016,2801333002,5386,6010
2016,1341412227,670,1109
2016,107672454,1810,2078
2016,188497080,151,156
2016,4210137803,102,376
2016,107639228,2241,2468
2016,196817621,690,455
2016,63190737,3004,3323
2016,145610796,83,92
2016,63966007,7382,9348
2016,145311948,11849,15185
2016,145608581,3790,4914
2016,1925986,939,1275
2016,4210110509,193,379
2016,4210136897,532,674
2016,901861585,1966,2987
2016,63135867,2650,3414
2016,114662689,452,669
2016,4210160856,227,301
2016,4210088488,288,471
2016,2799343972,1107,1617
2016,4210159294,2567,2364
2016,111979921,6378,7940
2016,4210101327,387,571
2016,4210102181,206,278
2016,2801983979,377,388
2016,1280536761,947,878
2016,880747138,38,53
2016,198423848,370,626
2016,1280414376,1057,982
2016,2800649613,173,236
2016,888729015,339,352
2016,926076166,718,1143
2016,165139151,362,579
2016,198089087,455,499
2016,114073160,370,449
2016,4210088259,148,214
2016,2802576979,118,315
2016,880766802,525,1166
2016,196729704,257,418
2016,4210151386,663,1337
2016,180949307,741,697
2016,2799356940,916,561
2016,4210088555,270,547
2016,4210086971,333,422
2016,1280640908,218,233
2016,106969075,304,357
2016,11874761,309,362
2016,4210137750,286,478
2016,107077323,447,540
2016,2799359367,9,7
2016,4210138024,276,346
2016,106959904,405,458
2016,8606887,322,429
2016,107341208,3544,4216
2016,2800403580,8915,10355
2016,4210110459,701,1133
2016,155093810,975,1003
2016,180857899,1412,3790
2016,4210087560,74,82
2016,4210088045,7,16
2016,164936912,886,884
2016,4210120900,185,166
2016,1343052199,1616,2616
2016,1343180700,716,1036
2016,919571938,2049,2766
2016,2802581893,657,1183
2016,4210087384,278,340
2016,4210150980,328,577
2016,1343028186,373,407
2016,4210113540,231,286
2016,1343035065,2712,3199
2016,4210150714,845,1612
2016,4210101049,233,611
2016,921990950,4024,5409
2016,4210150208,187,406
2016,4210167218,341,654
2016,4210137306,1127,1798
2016,111878022,51,455
2016,62856769,297,579
2016,1343871089,2392,2710
2016,4210100810,347,309
2016,4210087915,7237,10127
2016,4210150894,276,296
2016,110152177,868,1046
2016,2800667924,177,257
2016,4210136305,245,400
2016,893718555,96,203
2016,4777552,5083,5604
2016,4210116243,23,113
2016,2802534011,252,418
2016,4210157065,289,469
2016,29236304,43,689
2016,4210087454,217,464
2016,1342924430,140,254
2016,4210120668,1499,6612
2016,110995367,4,5
2016,20089843,3960,3668
2016,112197944,506,570
2016,110357561,142,224
2016,180297670,732,801
2016,110383171,11,14
2016,110378019,692,731
2016,111455621,323,304
2016,4210087865,286,467
2016,4210150878,4,4
2016,2801403999,445,767
2016,23732399,939,1067
2016,197604219,406,667
2016,2801365484,6917,8023
2016,1344073410,2161,2679
2016,111088046,4620,5689
2016,4210100841,36,55
2016,4210126592,77,344
2016,111483173,99,195
2016,4210150756,430,571
2016,164389053,584,500
2016,4210087596,217,315
2016,63772739,867,881
2016,2750212522,189,313
2016,111236770,1466,1803
2016,2800102766,278,299
2016,63533367,210,351
2016,28792581,1073,1789
2016,4210101190,303,431
2016,4210110767,421,706
2017,133738476,694,721
2017,198811213,4380,5529
2017,139290212,703,871
2017,2801463575,34,57
2017,45438204,1348,1238
2017,14285509,425,716
2017,203088144,568,722
2017,3019308854,1274,1509
2017,4210135252,552,834
2017,162577319,1524,1498
2017,118118575,726,645
2017,59897056,497,599
2017,184840846,2681,3426
2017,2799424032,378,614
2017,2801502357,1207,1430
2017,4210156829,169,528
2017,4210160694,167,332
2017,59130452,1374,1928
2017,118353179,455,500
2017,131651094,776,803
2017,6902469,619,812
2017,4210121272,68,234
2017,223532165,5500,6715
2017,49886154,339,467
2017,118136607,326,381
2017,2800496781,159,272
2017,203172682,642,639
2017,130238516,7776,9396
2017,2799370151,483,821
2017,4210114444,220,261
2017,2800628709,203,285
2017,872248612,630,799
2017,116530498,236,337
2017,4210107408,386,683
2017,3019586173,349,508
2017,6059380,517,976
2017,7947594,712,793
2017,10052268,922,1192
2017,2799950915,434,558
2017,2802864460,689,1283
2017,161675122,517,443
2017,4210134769,2195,3493
2017,4210127055,398,486
2017,4210102705,109,196
2017,49332381,943,1404
2017,8078737,1852,2094
2017,219193219,5538,6137
2017,29957033,1578,1844
2017,4210107338,154,92
2017,132943300,512,906
2017,4210114445,1254,2062
2017,870398029,168,508
2017,20382870,978,901
2017,4210156876,420,533
2017,4210086682,230,294
2017,4210151747,741,1070
2017,181190671,606,910
2017,1174212,5921,6665
2017,4210135078,90,136
2017,4210115614,14,18
2017,2801621085,21,41
2017,181401687,595,593
2017,4210105714,134,331
2017,4210115238,453,416
2017,55732556,4796,4657
2017,257179599,189,411
2017,4210127875,80,101
2017,11957088,854,891
2017,127073530,164,238
2017,2802821144,150,258
2017,13511017,696,794
2017,4210121787,1,1
2017,4210133143,223,447
2017,123946342,823,918
2017,4210121988,682,636
2017,52792670,228,300
2017,161057412,957,920
2017,4210105618,23,49
2017,4210086173,2,3
2017,125029298,361,572
2017,4210105015,187,385
2017,54713919,546,787
2017,2800548410,203,264
2017,4210132596,218,344
2017,201448701,11111,13237
2017,2802789608,406,443
2017,4210109567,715,1686
2017,2801919071,11276,13545
2017,55633929,399,475
2017,200719446,4228,5458
2017,4210153546,115,98
2017,53276908,602,803
2017,2801649442,20040,23057
2017,4210153043,1246,2335
2017,4210154632,466,398
2017,11883440,420,509
2017,4210130649,323,498
2017,117965899,1994,2311
2017,139787848,97,172
2017,867280407,3633,5331
2017,1743320,547,773
2017,59499333,149,296
2017,117397414,215,416
2017,2799932517,214,313
2017,4210130600,506,779
2017,181233156,1235,1309
2017,20388574,699,1143
2017,59553526,2769,3317
2017,4210160418,874,1326
2017,142066694,52,95
2017,141649380,685,794
2017,4210160401,3,13
2017,126744593,3117,4461
2017,4210160255,196,414
2017,4210159453,571,1572
2017,142207940,299,344
2017,2800560132,263,471
2017,4210127612,868,1023
2017,53236636,50,84
2017,4210104735,1240,1684
2017,123534392,1633,1864
2017,55302922,1245,1780
2017,123431417,982,1600
2017,181697535,725,1085
2017,1287521167,212,246
2017,2801525821,2958,3078
