year,institution_id,n_works,n_authors
2014,4210086933,1167,1865
2014,2799360765,349,695
2014,880766802,499,1068
2014,110378019,597,757
2014,173911158,3154,3811
2014,63966007,7415,8782
2014,181565077,1528,1567
2014,2801983979,432,475
2014,177721651,625,758
2014,166088655,339,342
2014,35566140,236,281
2014,156087764,572,520
2014,2800717037,322,517
2014,4210160527,352,563
2014,2801246084,4,198
2014,2801247003,336,367
2014,4210120050,2350,2460
2014,166416128,684,609
2014,4210120076,74,191
2014,177605424,207,303
2014,188538660,3671,4000
2014,2801313472,75,143
2014,8692664,1920,2144
2014,165799507,1163,1115
2014,4210167126,269,396
2014,2800704349,96,170
2014,165690674,2560,3230
2014,177607063,256,380
2014,161675122,453,396
2014,188497080,145,157
2014,181547552,3533,5268
2014,2801333002,5090,5884
2014,4210115614,15,14
2014,2801502357,1066,1353
2014,4210160694,97,129
2014,155781252,2406,2534
2014,165733156,2943,3314
2014,2801572250,424,508
2014,8606887,308,403
2014,29801172,221,434
2014,164389053,577,563
2014,180949307,745,684
2014,2800649613,108,161
2014,4210113540,198,259
2014,4210120900,171,135
2014,4210160970,33,33
2014,4210115976,470,579
2014,155173764,628,688
2014,4210167218,653,993
2014,29236304,53,645
2014,180670191,6670,9046
2014,23732399,824,898
2014,2801403999,354,660
2014,2800667924,171,257
2014,180857899,1428,3121
2014,4210159294,2327,2036
2014,27837315,11393,13742
2014,2801539370,3472,5228
2014,188703185,725,969
2014,165951966,1538,2302
2014,27804330,3042,3855
2014,154570441,2907,3326
2014,2801558778,17,46
2014,2801273398,1070,1143
2014,2800590384,425,534
2014,2800421839,4023,5948
2014,27825529,208,237
2014,28792581,932,1570
2014,2800403580,8153,9836
2014,4210160856,144,236
2014,161318765,8247,10985
2014,178169726,599,633
2014,4210160641,224,338
2014,4210120349,135,228
2014,4210113003,160,239
2014,2800363604,451,638
2014,186143895,734,720
2014,2800957949,36,74
2014,185103710,1874,2064
2014,186335123,1070,1271
2014,157638225,341,415
2014,2800861319,111,193
2014,4210124153,115,146
2014,189590672,1559,1886
2014,185071736,294,237
2014,4210117924,201,251
2014,170201317,7317,9396
2014,8078737,1611,1804
2014,170897317,6254,7559
2014,158012942,329,412
2014,2801852214,353,527
2014,185443292,3061,3791
2014,2800842121,664,703
2014,2800496781,124,219
2014,169615421,239,286
2014,4210162197,1473,2590
2014,153297377,1814,2599
2014,189957204,326,444
2014,4210122924,661,889
2014,4210118014,308,481
2014,4210119046,419,1011
2014,4210114115,600,997
2014,169521973,2463,2767
2014,36258959,7993,9490
2014,25041050,1141,1672
2014,4210119004,245,409
2014,184840846,2299,2964
2014,592451,5654,6339
2014,2800916854,2,3
2014,4210124136,14,34
2014,33086117,242,324
2014,2800453862,1062,940
2014,4210114444,102,133
2014,4210124175,944,677
2014,172980758,277,294
2014,2800364127,92,141
2014,2801004183,195,273
2014,2801851002,1610,2411
2014,157417397,481,472
2014,7947594,603,620
2014,4210159720,450,612
2014,4210114445,862,1623
2014,2801818860,268,289
2014,181697535,603,971
2014,4210121439,128,308
2014,2801525821,2426,2523
2014,2801935854,1044,1680
2014,4210166946,429,856
2014,180297670,614,763
2014,4210122954,125,242
2014,157394403,1000,1076
2014,173268674,6225,7175
2014,4210162359,6,22
2014,4210122704,357,430
2014,157725225,6424,7028
2014,32971472,7283,8617
2014,24603500,2302,2370
2014,170632171,173,200
2014,4210114143,489,974
2014,33213144,7894,9881
2014,24571045,623,677
2014,2801024494,68,111
2014,4210163017,90,152
2014,4210118434,250,353
2014,2800935791,363,602
2014,33434090,672,700
2014,4210123017,124,207
2014,4210136897,420,672
2014,4210159288,160,271
2014,29606459,639,1033
2014,26347476,685,1163
2014,2801649442,17623,20941
2014,4210119589,270,365
2014,4210121988,415,377
2014,4210159453,421,1117
2014,160606119,1111,1525
2014,4210117083,125,236
2014,35777872,308,385
2014,167576493,859,757
2014,2800548410,163,253
2014,4210160255,181,360
2014,26538001,1141,1218
2014,2801159745,368,503
2014,2801213986,921,1101
2014,2801621085,9,39
2014,4210115145,279,319
2014,160856358,236,320
2014,177097968,192,238
2014,161057412,825,794
2014,4210115238,418,503
2014,4210115256,219,307
2014,166722992,1550,2265
2014,2801919071,10342,11984
2014,35662394,198,402
2014,4210160418,530,838
2014,4210101190,327,427
2014,111455621,352,398
2014,1344073410,2401,3009
2014,4210100810,252,186
2014,110357561,313,468
2014,4210100841,34,63
2014,1343551460,4775,6645
2014,4210150362,136,456
2014,110152177,878,979
2014,1343871089,2691,2790
2014,63772739,706,744
2014,110995367,5,8
2014,4210101049,154,522
2014,4210087915,5978,8580
2014,111878022,43,55
2014,4210087560,54,88
2014,4210101327,411,545
2014,4210150714,607,1135
2014,111483173,217,277
2014,2750212522,232,492
2014,111236770,1395,1730
2014,63533367,209,334
2014,111088046,4433,5558
2014,112197944,224,338
2014,20089843,3924,3690
2014,4210150878,3,6
2014,63190737,2839,3251
2014,4210087596,288,415
2014,4210150756,266,577
2014,63135867,2501,3391
2014,111979921,6056,7493
2014,901861585,1497,2577
2014,1925986,1027,1328
2014,2800560132,184,306
2014,2801613365,844,1040
2014,392282,1121,1131
2014,2800628709,162,286
2014,156802259,335,429
2014,4210114836,660,2647
2014,183874917,325,610
2014,4210161994,346,588
2014,32389192,3556,4561
2014,25790992,170,425
2014,175003984,1190,1091
2014,189196454,1183,1313
2014,2801107848,658,1244
2014,168959743,226,235
2014,2801148111,304,443
2014,154057602,1021,1574
2014,162577319,1246,1246
2014,2801463575,15,32
2014,164936912,740,836
2014,162714631,1571,1436
2014,2801410363,120,204
2014,165102784,376,418
2014,165139151,382,473
2014,181233156,1132,1294
2014,4210116243,22,69
2014,181190671,549,794
2014,4210121272,65,119
2014,181401687,547,534
2014,29957033,1155,1360
2014,2801365484,6209,7088
2014,4210120668,363,1363
2014,155093810,811,836
2014,2801337628,58,117
2014,2801671727,483,552
2014,8248082,292,374
2014,4387153466,1,6
2014,2800507078,5475,6497
2014,169071179,117,265
2014,430641,187,208
2014,4210117453,2560,3490
2014,10052268,787,957
2014,169335092,632,694
2014,2800817003,708,917
2014,184565670,2093,2728
2014,4210117499,344,629
2014,4210160401,15,59
2014,4210121787,1,1
2014,177156846,546,621
2014,188891513,437,650
2014,189273616,205,283
2014,2800446032,507,829
2014,186523950,94,214
2014,430192,307,333
2014,159548981,282,473
2014,168537998,815,1685
2014,175594653,444,525
2014,189158971,445,512
2014,174216632,3970,4153
2014,2801052491,101,227
2014,4210117619,500,1019
2014,4210119109,2245,2478
2014,2800369878,22,118
2014,153901656,349,404
2014,4210114575,318,644
2014,2801047068,159,304
2014,92446798,2587,2869
2014,1327163397,10135,12100
2014,90871651,950,1175
2014,2802821144,149,286
2014,4210127938,204,291
2014,2802612298,169,256
2014,2802706902,128,208
2014,142606810,1499,1630
2014,2802705668,851,835
2014,43579087,1279,1311
2014,4210127473,351,1198
2014,142823887,746,804
2014,4210127358,129,334
2014,141472210,802,779
2014,198423848,371,569
2014,2802827176,606,921
2014,11874761,271,319
2014,4210127875,53,70
2014,11957088,802,804
2014,4210156876,353,487
2014,4210127693,41,106
2014,4210127055,317,371
2014,43522216,189,213
2014,2802789608,344,490
2014,2802841970,778,1468
2014,4210110523,472,596
2014,4210110509,198,393
2014,2802841742,5301,6035
2014,2802849423,889,2371
2014,44461941,2301,2389
2014,4210110459,487,1011
2014,4210109567,591,1393
2014,142934699,453,523
2014,142066694,266,455
2014,4210108991,213,314
2014,197604219,966,1716
2014,4210108985,190,303
2014,4210128526,457,747
2014,2799903593,426,757
2014,12097938,1748,2053
2014,4210126592,74,200
2014,145608581,3406,4358
2014,2802948906,147,354
2014,2802946424,485,439
2014,145610796,83,79
2014,4210108968,202,572
2014,4210157321,13,22
2014,138006243,5473,5924
2014,4210110848,12,29
2014,204250578,3911,4739
2014,6902469,607,794
2014,4210127612,686,783
2014,11883440,385,426
2014,200870766,1502,2302
2014,2802730090,260,371
2014,143302722,3245,3958
2014,142740786,1666,2384
2014,6750721,872,1018
2014,142207940,204,313
2014,200719446,4334,5862
2014,4210128618,775,1300
2014,138873065,199,212
2014,2802964274,290,502
2014,4210156829,139,373
2014,198811213,4840,5465
2014,141649380,648,655
2014,201448701,10146,12054
2014,4210129097,369,528
2014,2803043754,569,1111
2014,2799849604,18,27
2014,2802366037,275,395
2014,4210157890,1192,2062
2014,39422238,3955,5255
2014,133738476,558,633
2014,134113660,971,1157
2014,48633490,10296,14505
2014,4210157861,241,475
2014,133999245,921,930
2014,2800216316,1617,1856
2014,2799853436,4465,6516
2014,47251452,2177,2771
2014,4210111179,656,1296
2014,2803028891,39,65
2014,196729704,226,350
2014,137902535,3735,4016
2014,2803018670,95,152
2014,204866599,430,604
2014,137853757,534,636
2014,219193219,4962,5755
2014,4210128969,874,1667
2014,4210155647,318,473
2014,4210110987,274,443
2014,4210108601,5,8
2014,146183641,177,319
2014,205783295,8212,10018
2014,6332465,174,320
2014,2800154431,250,383
2014,4210126298,2649,4257
2014,1174212,5666,6517
2014,4210107338,34,51
2014,132943300,374,739
2014,47838141,1051,1350
2014,2799798094,1042,1691
2014,2802412784,197,211
2014,147853995,199,209
2014,148283060,3237,3831
2014,210824098,196,296
2014,2799767083,170,265
2014,135191193,328,463
2014,39587148,331,405
2014,39565521,11806,17004
2014,2799765794,492,867
2014,134446601,344,573
2014,39694355,479,451
2014,2800204061,95,99
2014,134386540,247,320
2014,44265643,328,500
2014,148314036,705,1056
2014,4210108700,103,171
2014,2802397601,747,788
2014,4210111804,194,329
2014,49332381,856,1257
2014,3019586173,325,468
2014,6059380,548,1077
2014,3019308854,1078,1364
2014,39815113,418,442
2014,149251103,1347,2121
2014,4210125474,501,711
2014,208333798,360,370
2014,4210107917,21,39
2014,147878501,177,278
2014,2799786008,373,392
2014,4210107408,467,934
2014,4210157264,231,306
2014,4210165985,328,490
2014,36819085,336,633
2014,12834331,931,955
2014,3130687028,1183,1313
2014,150209017,738,646
2014,4210154632,360,308
2014,2802090665,1026,1014
2014,2802326326,11,14
2014,131651094,598,560
2014,150149174,203,281
2014,149744451,301,327
2014,4210130649,380,643
2014,4210111906,159,345
2014,2799617873,50,20
2014,4210153792,672,1053
2014,51579864,45,101
2014,4210106353,1,4
2014,129302853,231,615
2014,51504820,442,488
2014,36788626,382,578
2014,2802216851,419,770
2014,51556381,3658,4731
2014,192396691,371,407
2014,129975664,2059,3091
2014,4210105618,30,79
2014,4210131357,2617,2898
2014,51713134,954,1944
2014,4210112577,215,421
2014,4210124779,5725,6458
2014,4210112371,2088,3155
2014,4210124598,148,239
2014,52357470,7319,9125
2014,192389796,221,281
2014,12912129,2051,2399
2014,4210154437,75,98
2014,149700789,40,372
2014,38260057,1031,1568
2014,2802090120,1670,1651
2014,4210125099,2684,4178
2014,257179599,301,576
2014,4210131007,93,268
2014,4210130600,411,618
2014,2802336062,212,382
2014,131249849,2613,2786
2014,227586296,335,492
2014,4210153546,4,5
2014,4210111876,241,393
2014,4210106879,1047,1161
2014,4210111938,78,144
2014,149910238,1021,958
2014,2802096936,16181,19910
2014,223532165,4709,5543
2014,149919469,350,381
2014,4210158053,14178,16657
2014,53276908,476,661
2014,49886154,336,576
2014,36373038,531,857
2014,126744593,2874,4127
2014,2802101240,245,385
2014,53236636,62,108
2014,193531525,2350,2611
2014,127073530,81,127
2014,2799691083,2762,3531
2014,2800250139,1225,2018
2014,128902783,247,404
2014,4210131712,284,385
2014,128956969,342,343
2014,139290212,487,610
2014,45438204,1156,1082
2014,203088144,494,609
2014,4210110767,360,603
2014,2799905417,276,486
2014,2800102766,265,286
2014,203172682,499,548
2014,139787848,281,623
2014,4210110664,359,591
2014,2802576979,100,210
2014,2799950915,366,448
2014,2802864460,451,797
2014,44854399,456,536
2014,198089087,369,401
2014,204308271,1759,2384
2014,2799886695,1196,1939
2014,204465549,5219,6463
2014,4210128757,185,293
2014,4210166271,29,38
2014,2802992173,1045,927
2014,2799885155,157,333
2014,145311948,11132,14205
2014,2802534011,164,279
2014,140172145,2584,3019
2014,4210157065,189,297
2014,4210157085,153,242
2014,12057038,117,218
2014,4210109259,360,571
2014,2802581893,659,1087
2014,4210108791,631,985
2014,2799932517,190,307
2014,4210112672,268,381
2014,52669646,239,302
2014,22433950,126,205
2014,130701444,4483,4636
2014,150569930,259,337
2014,7863295,518,495
2014,2802203029,403,631
2014,127339247,5884,6952
2014,151328261,209,177
2014,2799628689,1217,1332
2014,52064589,77,122
2014,191429286,310,290
2014,4210158500,275,353
2014,151808059,267,235
2014,4210105714,252,632
2014,2802236040,7638,8935
2014,2800326109,393,681
2014,192545095,276,654
2014,2800275141,208,299
2014,4210106595,227,529
2014,4210106489,743,1399
2014,4210105766,149,227
2014,2802152183,904,1411
2014,127591826,433,425
2014,130238516,7244,8867
2014,52792670,237,351
2014,130769515,6959,7085
2014,4210131075,462,506
2014,4210158188,35,36
2014,150468666,5575,6835
2014,192454743,685,865
2014,196817621,730,511
2014,4210142152,101,213
2014,2799810409,602,1020
2014,1320354487,131,245
2014,86501945,2092,2158
2014,4210094059,270,288
2014,1310421338,314,476
2014,86519309,6346,6494
2014,79576946,8367,10640
2014,1311060795,811,923
2014,79620101,1167,1641
2014,1334627681,1562,1537
2014,4210148682,127,311
2014,100005738,1480,1866
2014,1288882113,3926,6560
2014,1289490764,3680,6720
2014,1289437631,649,873
2014,79463011,177,265
2014,4210144023,323,411
2014,4210164401,475,752
2014,1320343167,398,666
2014,1321305853,286,285
2014,4210094360,139,275
2014,87424562,265,378
2014,1321296531,1981,2342
2014,4210144267,277,465
2014,85384741,200,395
2014,1311688040,141,208
2014,70983195,1236,1264
2014,4210144228,582,849
2014,1312106833,147,224
2014,1312222531,2377,2735
2014,1311914864,244,385
2014,79516672,341,347
2014,1320320070,1136,2000
2014,4210145812,276,707
2014,146416000,2540,3079
2014,4210089612,1109,1383
2014,1334329717,300,335
2014,1289739345,195,266
2014,1334069289,421,600
2014,4210148589,15,14
2014,99484792,199,417
2014,16269868,295,295
2014,1289568071,277,424
2014,1334095494,172,394
2014,1289702989,10913,12191
2014,1334016132,176,295
2014,98947143,192,283
2014,1290206253,1205,1121
2014,1290463931,440,386
2014,4210140176,263,488
2014,71578702,125,195
2014,4210140341,343,652
2014,1291425158,882,1669
2014,1333535994,254,498
2014,1289422878,470,667
2014,4210089486,1512,1874
2014,1288214837,1190,1113
2014,4210089489,472,741
2014,1335321130,1770,2554
2014,1288198617,194,228
2014,1289243028,2338,2049
2014,1335289525,779,1231
2014,1334819555,3098,4568
2014,4210097785,133,160
2014,1333370159,17,17
2014,98813999,175,343
2014,98704320,3046,4383
2014,4322298,313,345
2014,1290900354,744,988
2014,1288162130,111,171
2014,87303767,281,319
2014,1321572752,329,526
2014,1302444339,1054,1733
2014,83925599,14,16
2014,80605987,342,353
2014,83909951,162,151
2014,84218800,6363,7824
2014,1313416372,1194,1027
2014,1313867356,709,449
2014,4210164563,145,352
2014,1314135232,946,1242
2014,83809506,440,577
2014,1319063186,604,547
2014,1312537475,270,427
2014,17626003,745,840
2014,1313298211,874,1351
2014,1302368450,864,1175
2014,91045830,5817,6642
2014,1302163369,234,319
2014,4210095624,3,10
2014,1303243448,153,284
2014,1325481341,322,392
2014,1302991022,68,121
2014,4210142672,1487,2283
2014,1302918504,767,731
2014,76766440,301,346
2014,84475105,214,223
2014,1324766304,228,299
2014,16944753,363,330
2014,1324840837,220,271
2014,4210142480,312,462
2014,1325736334,1872,2126
2014,91221267,556,697
2014,4210146983,335,494
2014,4210095266,402,728
2014,1318687432,232,397
2014,4210144560,50,65
2014,84470341,679,932
2014,1317239608,713,670
2014,81365321,953,890
2014,1317227900,9748,11420
2014,1309104334,530,791
2014,1320796813,3623,5381
2014,1309191912,651,1235
2014,1315496137,214,450
2014,86755215,608,948
2014,79272384,791,798
2014,1309849503,477,470
2014,1320553840,698,1615
2014,87208437,336,389
2014,1321404777,479,856
2014,17301866,1570,1750
2014,18241798,36,50
2014,1310145890,397,377
2014,1333606569,185,409
2014,1314696892,655,2637
2014,84392919,2209,2581
2014,4210145274,514,606
2014,1315792047,92,128
2014,82783531,872,1311
2014,1315708478,463,582
2014,1316902750,3999,5328
2014,1316910977,341,553
2014,1314596251,292,571
2014,4210092882,83,162
2014,82495205,452,418
2014,82497590,1609,1878
2014,83399316,691,953
2014,4210093233,1,1
2014,81020160,313,559
2014,83328450,690,756
2014,4210144876,2648,4294
2014,1316535847,2121,3326
2014,1290055561,59,89
2014,87216513,4981,5404
2014,4210140114,41,51
2014,71838634,523,601
2014,1332737386,327,580
2014,4210140405,30,70
2014,4210089954,489,897
2014,72019824,191,378
2014,1332460256,244,220
2014,4210148268,380,537
2014,72816309,1999,2368
2014,4210096972,195,417
2014,4210090317,378,436
2014,4210141039,3576,4378
2014,1295339012,195,240
2014,19085752,188,377
2014,1330063522,1271,2371
2014,97018004,11028,13266
2014,1331384533,2945,3018
2014,4210097287,21,18
2014,4210140816,250,545
2014,74775410,1907,2096
2014,94339441,283,303
2014,1328359107,550,869
2014,4210096275,391,604
2014,1298353152,274,383
2014,1328499231,378,581
2014,1295499534,606,764
2014,4210090807,5,7
2014,1298154867,252,336
2014,94062374,738,1460
2014,72090969,158,237
2014,1292894508,719,1116
2014,1292974536,273,380
2014,4179309,173,327
2014,1298060332,306,486
2014,1330347796,588,903
2014,1295346377,120,241
2014,72951846,2291,2518
2014,2802450327,3800,4908
2014,196272386,832,1295
2014,4210155419,402,627
2014,47301684,496,503
2014,4210157557,26,62
2014,2803209242,46162,58832
2014,40347166,7260,8352
2014,2887101046,2549,2668
2014,12315562,2300,2890
2014,2948539688,386,854
2014,2802423016,1279,2403
2014,39965400,284,613
2014,4210108049,286,413
2014,99041443,1196,1323
2014,135310074,7579,9622
2014,74760111,193,303
2014,2802446248,4,7
2014,40253897,232,394
2014,1330342723,6677,9372
2014,4210148048,139,154
2014,4210140884,2714,4543
2014,1293502524,132,262
2014,1293487830,178,344
2014,96749437,178,193
2014,4210140958,323,772
2014,2613432,2818,3423
2014,1330989302,701,1094
2014,4210090236,255,379
2014,1294278766,480,641
2014,16452829,21826,27466
2014,136199984,18551,23989
2014,4210126032,848,922
2014,1294504835,293,235
2014,1297540436,308,589
2014,2948394018,139,200
2014,1328594524,393,502
2014,19648265,650,750
2014,103163165,2681,2809
2014,4210165192,270,388
2014,1287163989,548,684
2014,4210089330,69,124
2014,1287643137,289,475
2014,4210089431,115,245
2014,1287521167,197,255
2014,1335486098,1158,1567
2014,4210098814,1135,2057
2014,102322052,166,308
2014,102322142,5329,7029
2014,102298084,90,105
2014,94396219,217,329
2014,103187081,2141,1714
2014,16285277,680,737
2014,4210164117,98,161
2014,4210165183,135,362
2014,102607778,393,427
2014,1285739803,288,457
2014,4210098931,79,118
2014,1336910626,547,802
2014,1286490081,515,873
2014,1285764155,873,2303
2014,1285210727,162,288
2014,1285204247,1931,2383
2014,1286329397,2622,2678
2014,102502594,746,732
2014,4210089162,135,247
2014,1336742384,819,1123
2014,102461120,585,661
2014,1285301757,1148,1476
2014,4210164053,183,270
2014,68260882,2069,2220
2014,1335927249,3090,3443
2014,4210090529,17,586
2014,4210096636,124,214
2014,1296604144,513,1014
2014,75027704,3227,3437
2014,93393672,315,498
2014,1329528197,67,150
2014,74973139,2878,3012
2014,4210147340,380,432
2014,1299218025,263,346
2014,1299022934,10294,18793
2014,4210147348,292,582
2014,4210090916,220,315
2014,4210141674,49,145
2014,1286959531,504,846
2014,1299303238,10112,16324
2014,4210141337,794,529
2014,94328231,225,413
2014,95240055,224,303
2014,102149020,1004,1000
2014,1336053918,205,299
2014,1336096307,4147,4706
2014,4210147799,61,97
2014,94658018,813,730
2014,4210147586,595,994
2014,74680897,143,186
2014,1297127228,477,225
2014,4210096498,468,840
2014,1297288678,647,682
2014,1328969757,206,237
2014,4210090567,394,579
2014,95457486,7675,8388
2014,1295876152,705,1104
2014,1295908608,227,324
2014,1297463080,219,351
2015,1288162130,122,190
2015,1335289525,887,1414
2015,1335321130,1863,2543
2015,4210089431,154,306
2015,1289490764,3569,7010
2015,177097968,237,310
2015,1334329717,294,368
2015,1334095494,193,382
2015,1289437631,649,857
2015,70983195,1263,1262
2015,1334016132,184,363
2015,1289702989,11337,12629
2015,1289739345,215,347
2015,16269868,250,263
2015,1287521167,220,299
2015,1289422878,540,732
2015,1287643137,363,515
2015,1288198617,190,223
2015,26538001,1190,1274
2015,72019824,172,359
2015,4210140405,34,118
2015,1291425158,1027,1931
2015,1332737386,306,603
2015,71838634,494,525
2015,4210089954,520,869
2015,1288214837,1131,1162
2015,4210089486,1572,1734
2015,4210089489,531,876
2015,166722992,1609,2274
2015,1334819555,3092,4172
2015,1335486098,547,668
2015,1289568071,271,467
2015,110378019,647,738
2015,99484792,191,347
2015,4210101190,327,447
2015,28792581,968,1594
2015,20089843,3993,3824
2015,111088046,4577,5674
2015,111236770,1408,1690
2015,2750212522,215,391
2015,63533367,201,237
2015,164389053,588,532
2015,4210100810,264,227
2015,4210120668,1046,4861
2015,1343871089,2501,2489
2015,4210150362,139,270
2015,1343551460,5060,6651
2015,110383171,18,14
2015,72090969,106,170
2015,110152177,905,1011
2015,4210148589,17,16
2015,1334069289,478,726
2015,1288882113,3611,5740
2015,100005738,1506,1876
2015,4210089612,1048,1450
2015,177156846,550,655
2015,1289243028,2376,2087
2015,63772739,817,818
2015,1334627681,1607,1524
