similarity_score,institution_id_scaled2,institution_id_scaled2_neighbor
0.9987367391586304,31,88
0.9986403584480286,31,746
0.9976933002471924,31,355
0.9973618984222412,31,324
0.9960698485374451,31,163
0.9951431155204773,31,268
0.9951279163360596,31,167
0.9947913885116577,31,0
0.9942722320556641,31,349
0.9940929412841797,31,336
0.9934216141700745,31,385
0.993306577205658,31,446
0.9923155903816223,31,365
0.9919283390045166,31,709
0.9997531175613403,32,370
0.9990259408950806,32,918
0.9988754391670227,32,217
0.9981955885887146,32,338
0.9981685280799866,32,29
0.9980721473693848,32,173
0.997776210308075,32,260
0.997671365737915,32,53
0.9974819421768188,32,610
0.9964486956596375,32,226
0.9962508082389832,32,316
0.9959278106689453,32,90
0.9948691725730896,32,45
0.9939492344856262,32,218
0.9923933744430542,32,142
0.9921972155570984,32,773
0.9916172027587891,32,249
0.9912823438644409,32,214
0.9912536144256592,32,20
0.9906667470932007,32,206
0.9999797344207764,33,196
0.9995163679122925,33,273
0.9980129599571228,33,70
0.997544527053833,33,167
0.9969391226768494,33,369
0.9968664050102234,33,288
0.9968173503875732,33,286
0.9964622259140015,33,403
0.9960969090461731,33,746
0.9960174560546875,33,24
0.9956699013710022,33,324
0.9955134987831116,33,41
0.9953088760375977,33,163
0.9949046969413757,33,375
0.9948285818099976,33,99
0.9946882128715515,33,743
0.994649350643158,33,336
0.9945461750030518,33,432
0.994530975818634,33,52
0.9943618178367615,33,337
0.9970794320106506,34,724
0.9952800869941711,34,1025
0.9948336482048035,34,1014
0.9936346411705017,34,832
0.9932761788368225,34,287
0.9925100803375244,34,1016
0.9923257231712341,34,614
0.9922581315040588,34,38
0.9920721054077148,34,740
0.9910168051719666,34,751
0.9897873997688293,34,684
0.9897130131721497,34,849
0.9896994829177856,34,850
0.9888758659362793,34,408
0.9884734153747559,34,1015
0.9878662824630737,34,230
0.9877394437789917,34,766
0.9858809113502502,34,460
0.984710693359375,34,717
0.9843166470527649,34,912
0.9998258352279663,35,25
0.9996245503425598,35,213
0.9995569586753845,35,903
0.999468982219696,35,962
0.999374270439148,35,256
0.9989193677902222,35,453
0.9988043904304504,35,10
0.9980230927467346,35,381
0.997032105922699,35,22
0.996627926826477,35,87
0.996260941028595,35,362
0.9957350492477417,35,175
0.9955286979675293,35,105
0.9950044751167297,35,81
0.9947051405906677,35,59
0.9934621453285217,35,2
0.9934588074684143,35,415
0.9930275678634644,35,356
0.9928804039955139,35,151
0.9918556213378906,35,371
0.9982463121414185,36,380
0.9971403479576111,36,5
0.9965806007385254,36,425
0.99434494972229,36,19
0.99369215965271,36,99
0.9919824600219727,36,44
0.9908984303474426,36,257
0.9892885088920593,36,258
0.986893892288208,36,16
0.9867924451828003,36,386
0.9863426089286804,36,70
0.9859739542007446,36,273
0.9857929944992065,36,52
0.9847292900085449,36,393
0.9842963814735413,36,138
0.984166145324707,36,339
0.9840579032897949,36,123
0.9816954135894775,36,450
0.9813724160194397,36,286
0.9807568788528442,36,375
0.9860939979553223,37,727
0.9377215504646301,37,295
0.9311684966087341,37,737
0.8858298659324646,37,1055
0.8522884249687195,37,772
0.8048756122589111,37,683
0.7869659662246704,37,200
0.7835211753845215,37,499
0.780193030834198,37,60
0.760351300239563,37,599
0.7587007284164429,37,312
0.7563163042068481,37,525
0.7253994345664978,37,732
0.7185605764389038,37,96
0.7108609676361084,37,430
0.6901448965072632,37,780
0.6892452239990234,37,574
0.680701732635498,37,540
0.6486366391181946,37,527
0.6423017382621765,37,437
0.9983579516410828,38,740
0.997630774974823,38,230
0.9974126219749451,38,1016
0.9948133826255798,38,700
0.9928466081619263,38,832
0.9922581315040588,38,34
0.991622269153595,38,460
0.9915562868118286,38,1025
0.9910827875137329,38,614
0.9910219311714172,38,1036
0.990692138671875,38,850
0.9905450344085693,38,1015
0.9900292158126831,38,1066
0.9894390106201172,38,864
0.9890636205673218,38,242
0.9888522028923035,38,695
0.9879593253135681,38,278
0.9879187345504761,38,946
0.9870004653930664,38,986
0.9868009090423584,38,1014
0.9936549663543701,39,180
0.9912298917770386,39,199
0.9899176359176636,39,417
0.9885917901992798,39,213
0.9869649410247803,39,903
0.9866706728935242,39,371
0.984982967376709,39,222
0.983567476272583,39,438
0.9827625155448914,39,363
0.9812134504318237,39,21
0.9789389371871948,39,175
0.9788662195205688,39,381
0.975947380065918,39,25
0.9752049446105957,39,170
0.972049355506897,39,309
0.9708436131477356,39,2
0.9696581363677979,39,221
0.9693790674209595,39,35
0.9687178730964661,39,81
0.9686332941055298,39,22
0.9997903108596802,40,45
0.9996955990791321,40,177
0.999428391456604,40,735
0.9992660880088806,40,206
0.999228835105896,40,23
0.9987773299217224,40,20
0.9972333312034607,40,675
0.997145414352417,40,145
0.9970878958702087,40,226
0.9966448545455933,40,141
0.99427729845047,40,246
0.9923494458198547,40,370
